,0,1
a3a,0.7947898471027152,0.8625274122807017
TCR81-14,0.7447187928669411,0.7484902343003478
18A2,0.8443571007289149,0.8544895275664506
NYE-S1,0.7585206907787553,0.8389882076461453
TCR6,0.7356481481481482,0.8086741255144032
TCR7,0.7718009599673202,0.8273598086577626
A6,0.7887602084368511,0.796421437375154
T1,0.8166666666666668,0.8544973544973544
FLT3DY,0.751594387755102,0.7778100837802331
A23,0.8197167755991286,0.8194545454545454
TCR2-T,0.6850196042742627,0.7570578480148278
868Z11,0.7025542784163474,0.7175751879699249
