,0,1
a3a,0.8354769445871141,0.8123456790123457
TCR81-14,0.7028868227731864,0.7048976608187134
18A2,0.8369716351501669,0.8398870740068562
NYE-S1,0.7627895752895754,0.8205246913580245
TCR6,0.7641871563440191,0.7813657407407408
TCR7,0.7352541179670563,0.7358609132802681
A6,0.7790316358024691,0.7439743589743589
T1,0.8408184408184409,0.8295985060690944
FLT3DY,0.7037623066104078,0.8551997245179064
A23,0.8268531976744186,0.8242710795902285
TCR2-T,0.6887188479727934,0.7960613890846449
868Z11,0.7317985045257772,0.7737573099415206
