,0,1
a3a,0.8350088183421517,0.8451321727917472
TCR81-14,0.731390555858641,0.7179411764705882
18A2,0.8449584226099378,0.8573550931045654
NYE-S1,0.6871789933230611,0.8322482115585563
TCR6,0.7590668590668591,0.7442978168784621
TCR7,0.7967635779436152,0.8070623994278563
A6,0.7838912630579298,0.7750864377891404
T1,0.8358974358974359,0.833968253968254
FLT3DY,0.7571747448979592,0.8579269314563431
A23,0.8191372549019608,0.8201566951566951
TCR2-T,0.7321114875462702,0.7553002450980393
868Z11,0.7052962642850282,0.7242798353909464
