,0,1
a3a,0.8796039664942104,0.8886574074074073
TCR81-14,0.7203339296362552,0.6996813949938949
18A2,0.8546195897713925,0.8476969152440851
NYE-S1,0.6927708936682019,0.8077281746031746
TCR6,0.7818699818699818,0.7672849181469871
TCR7,0.7719522591645354,0.7403378378378379
A6,0.744593421155516,0.8059983896940418
T1,0.8513136288998359,0.8396856158484066
FLT3DY,0.7154040404040404,0.7465295388372312
A23,0.8697320261437907,0.8631345506345506
TCR2-T,0.7114532420984035,0.8175620675620676
868Z11,0.7034092346616067,0.6947804659498207
