,0,1
a3a,0.8654331370899916,0.8363038548752835
TCR81-14,0.7252561850387936,0.6911604524507751
18A2,0.8401778736857062,0.8170859213250518
NYE-S1,0.7747596153846154,0.7890631469979296
TCR6,0.7480309959349594,0.7219167481264256
TCR7,0.7348731884057971,0.7370940170940171
A6,0.7786604876972305,0.8070413436692506
T1,0.8065514993481094,0.862920391656024
FLT3DY,0.7191424646781789,0.7197421981004072
A23,0.8214583333333333,0.8252370916754478
TCR2-T,0.7400480816629885,0.7514603758169934
868Z11,0.7282467532467533,0.740299823633157
