,0,1,2,3
a3a,0.8623864258347016,0.9004950824029772,0.8860229276895945,0.8831746031746032
TCR81-14,0.7111522633744856,0.7588801549327865,0.7464235694277711,0.7560626102292769
18A2,0.8336307437384489,0.863012183777947,0.8678378833838895,0.8685497509026922
NYE-S1,0.7583630952380952,0.7595946763460374,0.7726088726088727,0.7731092436974789
TCR6,0.7472348998807615,0.7592398342398342,0.7768959435626103,0.7538713282247765
TCR7,0.7926696832579184,0.8306915306915307,0.8194023569023569,0.8258937198067633
A6,0.7217703382674175,0.7937237882890057,0.755968817114328,0.7651515151515151
T1,0.8477891156462585,0.9029663147310206,0.9205128205128207,0.9076257861635221
FLT3DY,0.5786458333333334,0.7014492753623189,0.7811237373737373,0.8158385093167703
A23,0.8285051289034131,0.8327160493827162,0.8323031308105935,0.8224206349206349
TCR2-T,0.6989784442361762,0.7022176497485141,0.7232424337957125,0.7358585858585859
868Z11,0.714425797325103,0.6790737392003215,0.6362112932604737,0.6119949494949495
