,0,1
a3a,0.8512891072891073,0.8319786535303777
TCR81-14,0.7454764361885106,0.7617957938324071
18A2,0.8132727149769147,0.858395061728395
NYE-S1,0.7328468468468469,0.7830825617283952
TCR6,0.7579851250845165,0.8169467787114847
TCR7,0.712704217721097,0.8490740740740742
A6,0.753575293753865,0.7384646962233169
T1,0.791815210932858,0.8043290043290043
FLT3DY,0.757199712243572,0.7271634615384616
A23,0.8216671149363458,0.7720899470899472
TCR2-T,0.7438783501057774,0.6593922176308541
868Z11,0.769011111111111,0.6788194444444445
