,0,1
a3a,0.8825047365960484,0.857289022550859
TCR81-14,0.754903549382716,0.7506206530596775
18A2,0.8569974577592306,0.8586506477591036
NYE-S1,0.6635878070354494,0.7053162005542958
TCR6,0.7473404255319149,0.7402085369827306
TCR7,0.7514921946740127,0.7134129013924411
A6,0.7503588026243849,0.7885695813538586
T1,0.837121212121212,0.8267388741526673
FLT3DY,0.7161045908748115,0.8097722201170477
A23,0.8228985507246377,0.8275268440709617
TCR2-T,0.7038194444444444,0.7215552178318135
868Z11,0.73007824976046,0.7712650853100292
