,0,1,2,3
a3a,0.8587271817954488,0.8483029073698445,0.8541867954911434,0.8546626984126985
TCR81-14,0.711423324150597,0.7177261335156072,0.7139391654097537,0.7354497354497355
18A2,0.8116332497911444,0.8453864981785063,0.8170843183609141,0.8431537598204265
NYE-S1,0.6976924356814541,0.7855927698032961,0.8105872622001655,0.8216119213120713
TCR6,0.7637466935295972,0.7436868686868686,0.7648852657004831,0.766044061302682
TCR7,0.7756499287749287,0.795761030400861,0.7860398860398861,0.7715233292444686
A6,0.760679231291232,0.7819862904511399,0.8328786479756008,0.8282828282828283
T1,0.8862,0.8489947552447553,0.9351851851851851,0.9732142857142856
FLT3DY,0.6048488360861586,0.6924720578566732,0.751709782931906,0.8253847270615564
A23,0.8227317315051365,0.7972828666350261,0.7964179104477612,0.8180857487922705
TCR2-T,0.6766677872404004,0.7365985807441504,0.7410945685139234,0.7477096546863988
868Z11,0.7080340038314176,0.6884469696969697,0.7201228878648234,0.6929166666666666
