,0,1,2,3
a3a,0.8704861111111111,0.8484762235334954,0.8524834804819812,0.8590986394557824
TCR81-14,0.722612958226769,0.7452832272887946,0.7578816621499548,0.7560695491729974
18A2,0.8434867053288105,0.8429483914778032,0.8370283897403151,0.858804640233075
NYE-S1,0.7004756276032872,0.7310877732240436,0.7849658869395711,0.7744735663082437
TCR6,0.7543428127752283,0.7494457042076089,0.7771956285888173,0.789881360917737
TCR7,0.7581988091826662,0.7866634913074542,0.7929314025805255,0.8179671036813895
A6,0.7836985153256705,0.7712180959036306,0.7717158833230262,0.8106777231777231
T1,0.8288886278195489,0.818554131054131,0.8136538461538462,0.8154702141900937
FLT3DY,0.6786902193455591,0.743694400837258,0.7467705290490101,0.7400970489205783
A23,0.8297802038636323,0.8424077964519142,0.8419077134986225,0.8453947368421053
TCR2-T,0.6422827780644018,0.6930062929061785,0.7042744450559532,0.7296327604019911
868Z11,0.6966486496847027,0.7675153082456454,0.7565332602339181,0.7615131578947368
