,0,1
a3a,0.8615970881595881,0.8026094276094277
TCR81-14,0.6996769496769497,0.7170289855072465
18A2,0.8378400428153717,0.8042328042328043
NYE-S1,0.7694905859206062,0.8164160401002506
TCR6,0.7609739368998628,0.7790604457271124
TCR7,0.7673942284177061,0.7959656084656085
A6,0.7720387742338962,0.7811213991769547
T1,0.8151709401709403,0.7255116959064326
FLT3DY,0.7726862026862027,0.8510331978319784
A23,0.8419961264788851,0.9071180555555555
TCR2-T,0.729226868613058,0.7381944444444445
868Z11,0.7272374364765669,0.786549707602339
