,0,1
a3a,0.826931216931217,0.8990015360983103
TCR81-14,0.7516626878329006,0.7229080932784636
18A2,0.8611262985237835,0.8860467069892474
NYE-S1,0.7519005741254318,0.7906836055656382
TCR6,0.7744209664209665,0.7874074074074073
TCR7,0.7999838501291988,0.7925355504066149
A6,0.8415178571428571,0.8552616108171663
T1,0.8228758169934641,0.8787878787878789
FLT3DY,0.7809927849927849,0.7981266149870802
A23,0.8351851851851851,0.8544312169312169
TCR2-T,0.7334678688062146,0.7503663003663004
868Z11,0.7270103633739997,0.7760510510510512
