,0,1
a3a,0.8322220837487538,0.8696771637948109
TCR81-14,0.6979302832244008,0.7361363636363637
18A2,0.8467009685230025,0.8876050420168067
NYE-S1,0.7758383050780712,0.8557520910462086
TCR6,0.7444733044733045,0.7323529411764707
TCR7,0.7486176419366073,0.720486111111111
A6,0.7569522314420274,0.7325590676883781
T1,0.9113782051282051,0.9298941798941799
FLT3DY,0.7962319958847736,0.7577561327561327
A23,0.8534121491733949,0.7955747955747956
TCR2-T,0.6890438948777566,0.8028893849206349
868Z11,0.7223911411411411,0.5901973401973403
