,0,1
a3a,0.7567565876925483,0.802534435261708
TCR81-14,0.6955165692007798,0.7238196262525954
18A2,0.744343734968735,0.8406858934494196
NYE-S1,0.6860373207751579,0.7236158598021242
TCR6,0.7858876318178644,0.7767002296414063
TCR7,0.7806150793650793,0.7784231641374498
A6,0.7256992112842876,0.7538660239131937
T1,0.8494791666666667,0.8404556650246304
FLT3DY,0.790243801847662,0.7668243424584004
A23,0.8336637517426176,0.834366953852248
TCR2-T,0.7154242775062173,0.7097100032583903
868Z11,0.7679687500000001,0.7369259093397025
