,0,1,2,3
a3a,0.8522068789157397,0.8637832125603865,0.8669661648049215,0.8651319296375265
TCR81-14,0.7291795905707197,0.6728230164578727,0.7081277895231383,0.7236901535682024
18A2,0.7801239586469938,0.8098853098853098,0.8485442027108693,0.8595588235294117
NYE-S1,0.6693137407423121,0.7349704005578196,0.7195342125574684,0.7574909430167326
TCR6,0.7015347893543381,0.7323182654704393,0.7432545667839786,0.7535449436129524
TCR7,0.7775524201450127,0.7868648555913594,0.7883884503602813,0.7756132412479161
A6,0.7709266473108553,0.7721318571168215,0.7872484578824955,0.7699550449550449
T1,0.8387152777777779,0.835942760942761,0.8379403794037942,0.84093567251462
FLT3DY,0.47813698364157076,0.5202049045567034,0.5880870493358633,0.6178773024361259
A23,0.7165621986499517,0.7759820747520977,0.847640462912994,0.8595578566732414
TCR2-T,0.686567686957095,0.645650522317189,0.7125906432748538,0.7327601410934744
868Z11,0.7457027803864652,0.7578188658310362,0.7872562358276644,0.7919384057971014
