,0,1
a3a,0.8154717484008529,0.8918908045977011
TCR81-14,0.7216984619934931,0.7180822649572649
18A2,0.8334882437823614,0.8243695407156947
NYE-S1,0.6591079934798778,0.7413039157225203
TCR6,0.771050517964857,0.8090158141178548
TCR7,0.7109162505581943,0.7547979797979797
A6,0.7302636964993287,0.7515444015444016
T1,0.7892755392755393,0.815240527884206
FLT3DY,0.6726543209876543,0.7066433566433566
A23,0.8253786917153253,0.8310954616588418
TCR2-T,0.7279395074338894,0.7466163548752833
868Z11,0.7657493540051679,0.7499392835458409
