,0,1
a3a,0.8281253369562873,0.8683696546052632
TCR81-14,0.7240494647471393,0.7503408170074838
18A2,0.833903896703609,0.8246291416581272
NYE-S1,0.7561539430587049,0.7412116114561766
TCR6,0.7185551269688203,0.7715811965811966
TCR7,0.7676355390641105,0.7672882672882673
A6,0.774934553839219,0.8357050232050233
T1,0.8488888888888889,0.8101551226551228
FLT3DY,0.8443505717699266,0.8217126925757685
A23,0.8373074807480748,0.8244744744744744
TCR2-T,0.6912996423865989,0.7127556661138751
868Z11,0.746837057443118,0.7730034722222222
