,0,1,2,3
a3a,0.8719331960649735,0.8185247432306255,0.8763969780918933,0.8660783127528083
TCR81-14,0.7150187734668335,0.7439283074648929,0.7639455551022257,0.7669012762762764
18A2,0.8401949120439425,0.8584996498599439,0.8872322523601722,0.8850495909319438
NYE-S1,0.7177867837442305,0.7272525333301023,0.7771478961955153,0.8099828067913174
TCR6,0.710773387369132,0.7503229011425733,0.7627027898726011,0.7734628897672376
TCR7,0.7823726288400202,0.7639605558132344,0.8344490198148735,0.8408131439710388
A6,0.7602876090142644,0.7917833800186743,0.805213923673226,0.775414044644814
T1,0.847332702020202,0.8430917874396137,0.8439990281827016,0.8489395378284268
FLT3DY,0.8216554825813821,0.814013175494917,0.824217944753659,0.8390770449593979
A23,0.8269014900512376,0.8272984749455338,0.8197805627580909,0.8527916147779161
TCR2-T,0.713097033685269,0.7302517932952716,0.7510900140646976,0.7811624649859944
868Z11,0.7474517906336088,0.7402895622895622,0.7796052631578947,0.7186478758169934
