,0,1
a3a,0.8678503010399563,0.8438458307078345
TCR81-14,0.732316630355846,0.7156800766283524
18A2,0.8320890862415875,0.8549860227491806
NYE-S1,0.6878717237903226,0.7752878787878789
TCR6,0.7641810636856369,0.7770452336778867
TCR7,0.7577974817377932,0.7848803827751195
A6,0.8086986025937469,0.8239511599511599
T1,0.8396686159844055,0.8310163731850478
FLT3DY,0.7261813537675607,0.7860212703962705
A23,0.8446757530495393,0.858640350877193
TCR2-T,0.7614193949597676,0.7741600542112052
868Z11,0.7021915584415584,0.727569916855631
