,0,1
a3a,0.8352392941540229,0.8444195402298851
TCR81-14,0.7023669623059866,0.708726150392817
18A2,0.847677198423467,0.8598327759197324
NYE-S1,0.6943589116976213,0.7103826728826729
TCR6,0.7533670033670034,0.7914695340501793
TCR7,0.7637687427912342,0.7557289910231088
A6,0.7977572741723685,0.7789099942839556
T1,0.8492937853107344,0.8295454545454546
FLT3DY,0.5440772669220945,0.708462477693247
A23,0.8414595004668534,0.8246913580246913
TCR2-T,0.6880114143035492,0.6749299719887955
868Z11,0.7022124542124542,0.72885101010101
