,0
a3a,0.8839506172839506
TIL1383I,0.7760683760683761
TCR81-14,0.7828282828282829
18A2,0.855787037037037
NYE-S1,0.8752314814814813
TCR6,0.7712962962962963
TCR7,0.7353801169590644
A6,0.8650793650793651
T1,0.9901960784313726
FLT3DY,0.7766203703703703
A23,0.8574074074074073
TCR2-T,0.875
R24,0.8686868686868686
868Z11,0.7690972222222222
TCR-1E6,0.851111111111111
APN-TCR,0.7356701940035273
EWW-TCR,0.739866194411649
A11Va,0.7936720142602495
