"","X","corr","aa","tcr"
"1731",30,0.560069318525844,"PAM150","B2"
"1732",31,0.570924432109018,"PAM160","B2"
"1733",32,0.566988759459815,"PAM170","B2"
"1734",33,0.574350279887007,"PAM180","B2"
"1735",34,0.571768869710368,"PAM190","B2"
"1736",35,0.55837974097184,"PAM200","B2"
"1737",36,0.559314751903301,"PAM210","B2"
"1738",37,0.547896154983012,"PAM220","B2"
"1739",38,0.554226763581875,"PAM230","B2"
"1740",39,0.574788143593804,"PAM240","B2"
"1741",40,0.565801513555507,"PAM250","B2"
"1742",41,0.475041635805843,"PAM260","B2"
"1743",42,0.569453940587395,"PAM270","B2"
"1744",43,0.569622772760055,"PAM280","B2"
"1745",44,0.56509429499586,"PAM290","B2"
"1746",45,0.468934875305787,"PAM300","B2"
"1747",46,0.461960775569252,"PAM310","B2"
"1748",47,0.482446466892679,"PAM320","B2"
"1749",48,0.456610278948873,"PAM330","B2"
"1750",49,0.445186339202906,"PAM340","B2"
"1751",50,0.435118415577757,"PAM350","B2"
"1752",51,0.451412346393045,"PAM360","B2"
"1753",52,0.442839545166492,"PAM370","B2"
"1754",53,0.430207881434369,"PAM380","B2"
"1755",54,0.425818256419879,"PAM390","B2"
"1756",55,0.440717515125494,"PAM400","B2"
"1757",56,0.432279627101498,"PAM410","B2"
"1758",57,0.420296700545254,"PAM420","B2"
"1759",58,0.423300782585058,"PAM430","B2"
"1760",59,0.417818183008019,"PAM440","B2"
"1761",60,0.436232568151944,"PAM450","B2"
"1762",61,0.434274481510811,"PAM460","B2"
"1763",62,0.420290797958764,"PAM470","B2"
"1764",63,0.434136978867769,"PAM480","B2"
"1765",64,0.428465731858062,"PAM490","B2"
"1766",65,0.428498466582305,"PAM500","B2"
"1767",66,0.578409476690652,"DAYHOFF","B2"
"1768",67,0.523368215082109,"GONNET","B2"
"1769",0,0.765521605450716,"HAMMING","B3"
"1770",1,0.511016901636903,"BLOSUM62","B3"
"1771",2,0.559452147563992,"BLOSUM30","B3"
"1772",3,0.557525702423093,"BLOSUM35","B3"
"1773",4,0.567723477262885,"BLOSUM40","B3"
"1774",5,0.580604198305464,"BLOSUM45","B3"
"1775",6,0.536549553287239,"BLOSUM50","B3"
"1776",7,0.55492563443283,"BLOSUM55","B3"
"1777",8,0.535896461533434,"BLOSUM60","B3"
"1778",9,0.51838402831749,"BLOSUM65","B3"
"1779",10,0.519674674100049,"BLOSUM70","B3"
"1780",11,0.537878834353589,"BLOSUM75","B3"
"1781",12,0.552490693723872,"BLOSUM80","B3"
"1782",13,0.573250159056446,"BLOSUM85","B3"
"1783",14,0.579734755713225,"BLOSUM90","B3"
"1784",15,0.563609802913866,"BLOSUM100","B3"
"1785",16,0.58722746406998,"PAM10","B3"
"1786",17,0.607858012887411,"PAM20","B3"
"1787",18,0.596958978670856,"PAM30","B3"
"1788",19,0.589036367456004,"PAM40","B3"
"1789",20,0.575122410155137,"PAM50","B3"
"1790",21,0.572407577121224,"PAM60","B3"
"1791",22,0.556150687429562,"PAM70","B3"
"1792",23,0.57429368057716,"PAM80","B3"
"1793",24,0.532421841482229,"PAM90","B3"
"1794",25,0.524880370376268,"PAM100","B3"
"1795",26,0.527586460535088,"PAM110","B3"
"1796",27,0.55289097358139,"PAM120","B3"
"1797",28,0.533247544239452,"PAM130","B3"
"1798",29,0.500103481576532,"PAM140","B3"
"1799",30,0.501278853955742,"PAM150","B3"
"1800",31,0.490328062521929,"PAM160","B3"
"1801",32,0.495482800706558,"PAM170","B3"
"1802",33,0.475615078379668,"PAM180","B3"
"1803",34,0.499505655521678,"PAM190","B3"
"1804",35,0.494537528230031,"PAM200","B3"
"1805",36,0.50252141547822,"PAM210","B3"
"1806",37,0.465375181675881,"PAM220","B3"
"1807",38,0.474809242604921,"PAM230","B3"
"1808",39,0.461129478480295,"PAM240","B3"
"1809",40,0.492562874757937,"PAM250","B3"
"1810",41,0.481086578068051,"PAM260","B3"
"1811",42,0.457501596371448,"PAM270","B3"
"1812",43,0.424850219955975,"PAM280","B3"
"1813",44,0.424190620394915,"PAM290","B3"
"1814",45,0.425867175895349,"PAM300","B3"
"1815",46,0.399657900327995,"PAM310","B3"
"1816",47,0.438929987908069,"PAM320","B3"
"1817",48,0.395124495959973,"PAM330","B3"
"1818",49,0.409652119003001,"PAM340","B3"
"1819",50,0.424839601185487,"PAM350","B3"
"1820",51,0.358357098229075,"PAM360","B3"
"1821",52,0.362536560344177,"PAM370","B3"
"1822",53,0.376853530839922,"PAM380","B3"
"1823",54,0.386979361662776,"PAM390","B3"
"1824",55,0.404239813832699,"PAM400","B3"
"1825",56,0.34507401720202,"PAM410","B3"
"1826",57,0.335366635519314,"PAM420","B3"
"1827",58,0.356155364223271,"PAM430","B3"
"1828",59,0.349870729731246,"PAM440","B3"
"1829",60,0.361319772773346,"PAM450","B3"
"1830",61,0.345688083539664,"PAM460","B3"
"1831",62,0.358255647139428,"PAM470","B3"
"1832",63,0.353081991440143,"PAM480","B3"
"1833",64,0.328927841295233,"PAM490","B3"
"1834",65,0.329460791527167,"PAM500","B3"
"1835",66,0.495130693647255,"DAYHOFF","B3"
"1836",67,0.446137269960445,"GONNET","B3"
"1837",0,0.714007462047437,"HAMMING","B3K2.8"
"1838",1,0.608757676932077,"BLOSUM62","B3K2.8"
"1839",2,0.634015682505164,"BLOSUM30","B3K2.8"
"1840",3,0.571904483070156,"BLOSUM35","B3K2.8"
"1841",4,0.599325738833279,"BLOSUM40","B3K2.8"
"1842",5,0.603183825768612,"BLOSUM45","B3K2.8"
"1843",6,0.633259690639514,"BLOSUM50","B3K2.8"
"1844",7,0.622217607175337,"BLOSUM55","B3K2.8"
"1845",8,0.616458424611048,"BLOSUM60","B3K2.8"
"1846",9,0.622431506839298,"BLOSUM65","B3K2.8"
"1847",10,0.609041194902013,"BLOSUM70","B3K2.8"
"1848",11,0.613489711006425,"BLOSUM75","B3K2.8"
"1849",12,0.616082807078151,"BLOSUM80","B3K2.8"
"1850",13,0.633918081056684,"BLOSUM85","B3K2.8"
"1851",14,0.608033698524868,"BLOSUM90","B3K2.8"
"1852",15,0.608612774957378,"BLOSUM100","B3K2.8"
"1853",16,0.617837581494017,"PAM10","B3K2.8"
"1854",17,0.614774087638861,"PAM20","B3K2.8"
"1855",18,0.607278575053112,"PAM30","B3K2.8"
"1856",19,0.592607847432894,"PAM40","B3K2.8"
"1857",20,0.600685514976219,"PAM50","B3K2.8"
"1858",21,0.610426207552166,"PAM60","B3K2.8"
"1859",22,0.584852690049821,"PAM70","B3K2.8"
"1860",23,0.570171395479228,"PAM80","B3K2.8"
"1861",24,0.569084082934395,"PAM90","B3K2.8"
"1862",25,0.574003184862914,"PAM100","B3K2.8"
"1863",26,0.574469854580159,"PAM110","B3K2.8"
"1864",27,0.594787747715159,"PAM120","B3K2.8"
"1865",28,0.586609544233959,"PAM130","B3K2.8"
"1866",29,0.544722457705499,"PAM140","B3K2.8"
"1867",30,0.531403547733642,"PAM150","B3K2.8"
"1868",31,0.551400140058714,"PAM160","B3K2.8"
"1869",32,0.53026275074445,"PAM170","B3K2.8"
"1870",33,0.522653818550353,"PAM180","B3K2.8"
"1871",34,0.505630831175128,"PAM190","B3K2.8"
"1872",35,0.495995725472667,"PAM200","B3K2.8"
"1873",36,0.497756750835122,"PAM210","B3K2.8"
"1874",37,0.481513985235959,"PAM220","B3K2.8"
"1875",38,0.493657303207592,"PAM230","B3K2.8"
"1876",39,0.497537411577775,"PAM240","B3K2.8"
"1877",40,0.526419039837378,"PAM250","B3K2.8"
"1878",41,0.4928578076296,"PAM260","B3K2.8"
"1879",42,0.470318289195584,"PAM270","B3K2.8"
"1880",43,0.451655413733116,"PAM280","B3K2.8"
"1881",44,0.451403720317313,"PAM290","B3K2.8"
"1882",45,0.45143605729933,"PAM300","B3K2.8"
"1883",46,0.405629911826326,"PAM310","B3K2.8"
"1884",47,0.437097380091556,"PAM320","B3K2.8"
"1885",48,0.412169622579759,"PAM330","B3K2.8"
"1886",49,0.367891225471046,"PAM340","B3K2.8"
"1887",50,0.454772921187163,"PAM350","B3K2.8"
"1888",51,0.395830921561979,"PAM360","B3K2.8"
"1889",52,0.34883915973517,"PAM370","B3K2.8"
"1890",53,0.356214612300224,"PAM380","B3K2.8"
"1891",54,0.328519101753996,"PAM390","B3K2.8"
"1892",55,0.3355377007189,"PAM400","B3K2.8"
"1893",56,0.294074400316527,"PAM410","B3K2.8"
"1894",57,0.29616366376571,"PAM420","B3K2.8"
"1895",58,0.296149587542249,"PAM430","B3K2.8"
"1896",59,0.314187650998057,"PAM440","B3K2.8"
"1897",60,0.322458264749676,"PAM450","B3K2.8"
"1898",61,0.28925903775585,"PAM460","B3K2.8"
"1899",62,0.296346139963866,"PAM470","B3K2.8"
"1900",63,0.308907785797428,"PAM480","B3K2.8"
"1901",64,0.297749957953991,"PAM490","B3K2.8"
"1902",65,0.287686868781615,"PAM500","B3K2.8"
"1903",66,0.526419039837378,"DAYHOFF","B3K2.8"
"1904",67,0.553159041702591,"GONNET","B3K2.8"
"1905",0,0.815569604689204,"HAMMING","B3K503"
"1906",1,0.768273364262632,"BLOSUM62","B3K503"
"1907",2,0.769688773392584,"BLOSUM30","B3K503"
"1908",3,0.77124382866847,"BLOSUM35","B3K503"
"1909",4,0.794334068980958,"BLOSUM40","B3K503"
"1910",5,0.78748663850819,"BLOSUM45","B3K503"
"1911",6,0.777376992694121,"BLOSUM50","B3K503"
"1912",7,0.780296820749973,"BLOSUM55","B3K503"
"1913",8,0.765364044233909,"BLOSUM60","B3K503"
"1914",9,0.758118429042453,"BLOSUM65","B3K503"
"1915",10,0.759946457366143,"BLOSUM70","B3K503"
"1916",11,0.760071862995357,"BLOSUM75","B3K503"
"1917",12,0.765330346468406,"BLOSUM80","B3K503"
"1918",13,0.771189632371534,"BLOSUM85","B3K503"
"1919",14,0.768675719572486,"BLOSUM90","B3K503"
"1920",15,0.781474843853296,"BLOSUM100","B3K503"
"1921",16,0.745053118657057,"PAM10","B3K503"
"1922",17,0.738241858974628,"PAM20","B3K503"
"1923",18,0.742702975104861,"PAM30","B3K503"
"1924",19,0.732200712459608,"PAM40","B3K503"
"1925",20,0.731309747028869,"PAM50","B3K503"
"1926",21,0.73349538415598,"PAM60","B3K503"
"1927",22,0.737047962923499,"PAM70","B3K503"
"1928",23,0.715025987084093,"PAM80","B3K503"
"1929",24,0.70691655925261,"PAM90","B3K503"
"1930",25,0.705367876320885,"PAM100","B3K503"
"1931",26,0.710368585259129,"PAM110","B3K503"
"1932",27,0.720330329930296,"PAM120","B3K503"
"1933",28,0.723648671584387,"PAM130","B3K503"
"1934",29,0.693826002288959,"PAM140","B3K503"
"1935",30,0.681529852928757,"PAM150","B3K503"
"1936",31,0.687170886805228,"PAM160","B3K503"
"1937",32,0.688112974508797,"PAM170","B3K503"
"1938",33,0.682290416380559,"PAM180","B3K503"
"1939",34,0.669006211193047,"PAM190","B3K503"
"1940",35,0.675636153754596,"PAM200","B3K503"
"1941",36,0.683234059382281,"PAM210","B3K503"
"1942",37,0.658660837882142,"PAM220","B3K503"
"1943",38,0.659634554560068,"PAM230","B3K503"
"1944",39,0.672197799866885,"PAM240","B3K503"
"1945",40,0.717821080212354,"PAM250","B3K503"
"1946",41,0.708740750933479,"PAM260","B3K503"
"1947",42,0.661626739861847,"PAM270","B3K503"
"1948",43,0.638952369640202,"PAM280","B3K503"
"1949",44,0.62579835767486,"PAM290","B3K503"
"1950",45,0.623730866426258,"PAM300","B3K503"
"1951",46,0.624331737242877,"PAM310","B3K503"
"1952",47,0.658003888898606,"PAM320","B3K503"
"1953",48,0.630941288171296,"PAM330","B3K503"
"1954",49,0.571640208520569,"PAM340","B3K503"
"1955",50,0.619628893848606,"PAM350","B3K503"
"1956",51,0.583958520803487,"PAM360","B3K503"
"1957",52,0.596586335650778,"PAM370","B3K503"
"1958",53,0.536922001640782,"PAM380","B3K503"
"1959",54,0.538280863694159,"PAM390","B3K503"
"1960",55,0.541328865973314,"PAM400","B3K503"
"1961",56,0.501045619479595,"PAM410","B3K503"
"1962",57,0.5012196299353,"PAM420","B3K503"
"1963",58,0.50630103660209,"PAM430","B3K503"
"1964",59,0.506696564317784,"PAM440","B3K503"
"1965",60,0.502434750772407,"PAM450","B3K503"
"1966",61,0.492333865213184,"PAM460","B3K503"
"1967",62,0.506643890007789,"PAM470","B3K503"
"1968",63,0.504222625414197,"PAM480","B3K503"
"1969",64,0.495828156220486,"PAM490","B3K503"
"1970",65,0.494122816171353,"PAM500","B3K503"
"1971",66,0.717821080212354,"DAYHOFF","B3K503"
"1972",67,0.717063387288523,"GONNET","B3K503"
"1973",0,0.31344563787961,"HAMMING","B3K5034"
"1974",1,0.171724692063074,"BLOSUM62","B3K5034"
"1975",2,0.261804305513287,"BLOSUM30","B3K5034"
"1976",3,0.235640495716669,"BLOSUM35","B3K5034"
"1977",4,0.2178309446282,"BLOSUM40","B3K5034"
"1978",5,0.171926295089954,"BLOSUM45","B3K5034"
"1979",6,0.192075339998738,"BLOSUM50","B3K5034"
"1980",7,0.175706843389725,"BLOSUM55","B3K5034"
"1981",8,0.209745312694171,"BLOSUM60","B3K5034"
"1982",9,0.16946458565435,"BLOSUM65","B3K5034"
"1983",10,0.176532907317647,"BLOSUM70","B3K5034"
"1984",11,0.189090174444095,"BLOSUM75","B3K5034"
"1985",12,0.212246971146202,"BLOSUM80","B3K5034"
"1986",13,0.237805275011683,"BLOSUM85","B3K5034"
"1987",14,0.174536437972641,"BLOSUM90","B3K5034"
"1988",15,0.173824917700814,"BLOSUM100","B3K5034"
"1989",16,0.173145977709592,"PAM10","B3K5034"
"1990",17,0.19721772287771,"PAM20","B3K5034"
"1991",18,0.231296738209994,"PAM30","B3K5034"
"1992",19,0.21194953466574,"PAM40","B3K5034"
"1993",20,0.215032377819953,"PAM50","B3K5034"
"1994",21,0.211014932372548,"PAM60","B3K5034"
"1995",22,0.229740174246614,"PAM70","B3K5034"
"1996",23,0.213105257291136,"PAM80","B3K5034"
"1997",24,0.202756672333928,"PAM90","B3K5034"
"1998",25,0.238833848894897,"PAM100","B3K5034"
"1999",26,0.238805826820886,"PAM110","B3K5034"
"2000",27,0.25153322286063,"PAM120","B3K5034"
"2001",28,0.256836388110523,"PAM130","B3K5034"
"2002",29,0.26573254386975,"PAM140","B3K5034"
"2003",30,0.234903471274066,"PAM150","B3K5034"
"2004",31,0.226319237660745,"PAM160","B3K5034"
"2005",32,0.252242823893666,"PAM170","B3K5034"
"2006",33,0.264041801267148,"PAM180","B3K5034"
"2007",34,0.359205871318876,"PAM190","B3K5034"
"2008",35,0.411582237840713,"PAM200","B3K5034"
"2009",36,0.409632268582595,"PAM210","B3K5034"
"2010",37,0.402953179454792,"PAM220","B3K5034"
"2011",38,0.399330475727068,"PAM230","B3K5034"
"2012",39,0.491745750163047,"PAM240","B3K5034"
"2013",40,0.436408706694877,"PAM250","B3K5034"
"2014",41,0.38795844543583,"PAM260","B3K5034"
"2015",42,0.415831594966631,"PAM270","B3K5034"
"2016",43,0.462728478898102,"PAM280","B3K5034"
"2017",44,0.437549763411591,"PAM290","B3K5034"
"2018",45,0.408408271742113,"PAM300","B3K5034"
"2019",46,0.456085080853205,"PAM310","B3K5034"
"2020",47,0.390788287395394,"PAM320","B3K5034"
"2021",48,0.461832218867896,"PAM330","B3K5034"
"2022",49,0.44395713870133,"PAM340","B3K5034"
"2023",50,0.413439612811448,"PAM350","B3K5034"
"2024",51,0.465502159698048,"PAM360","B3K5034"
"2025",52,0.449339610733034,"PAM370","B3K5034"
"2026",53,0.465404502472641,"PAM380","B3K5034"
"2027",54,0.444299798623827,"PAM390","B3K5034"
"2028",55,0.454524819186665,"PAM400","B3K5034"
"2029",56,0.455179481909803,"PAM410","B3K5034"
"2030",57,0.455943935450426,"PAM420","B3K5034"
"2031",58,0.445859702128086,"PAM430","B3K5034"
"2032",59,0.445056477723432,"PAM440","B3K5034"
"2033",60,0.445145807849717,"PAM450","B3K5034"
"2034",61,0.478241154654896,"PAM460","B3K5034"
"2035",62,0.455287792543907,"PAM470","B3K5034"
"2036",63,0.465519107364381,"PAM480","B3K5034"
"2037",64,0.465855876816736,"PAM490","B3K5034"
"2038",65,0.466083403583427,"PAM500","B3K5034"
"2039",66,0.436408706694877,"DAYHOFF","B3K5034"
"2040",67,0.342298303765725,"GONNET","B3K5034"
"2041",0,0.715524618301515,"HAMMING","B3K5038"
"2042",1,0.612510313468146,"BLOSUM62","B3K5038"
"2043",2,0.674992835539559,"BLOSUM30","B3K5038"
"2044",3,0.695005232608664,"BLOSUM35","B3K5038"
"2045",4,0.667633291496716,"BLOSUM40","B3K5038"
"2046",5,0.639350109315645,"BLOSUM45","B3K5038"
"2047",6,0.609384609996271,"BLOSUM50","B3K5038"
"2048",7,0.599179574788997,"BLOSUM55","B3K5038"
"2049",8,0.614866441462441,"BLOSUM60","B3K5038"
"2050",9,0.622271376700712,"BLOSUM65","B3K5038"
"2051",10,0.605608673754217,"BLOSUM70","B3K5038"
"2052",11,0.597627427868682,"BLOSUM75","B3K5038"
"2053",12,0.620594947820174,"BLOSUM80","B3K5038"
"2054",13,0.603467161114122,"BLOSUM85","B3K5038"
"2055",14,0.595526065902225,"BLOSUM90","B3K5038"
"2056",15,0.647532439459043,"BLOSUM100","B3K5038"
"2057",16,0.59383171270196,"PAM10","B3K5038"
"2058",17,0.600310663946414,"PAM20","B3K5038"
"2059",18,0.591869816484093,"PAM30","B3K5038"
"2060",19,0.588937228337048,"PAM40","B3K5038"
"2061",20,0.614318661473964,"PAM50","B3K5038"
"2062",21,0.588929732922127,"PAM60","B3K5038"
"2063",22,0.58698377191856,"PAM70","B3K5038"
"2064",23,0.601786822281525,"PAM80","B3K5038"
"2065",24,0.60710916436616,"PAM90","B3K5038"
"2066",25,0.565127484329479,"PAM100","B3K5038"
"2067",26,0.551359930696048,"PAM110","B3K5038"
"2068",27,0.596714986772378,"PAM120","B3K5038"
"2069",28,0.573066563896581,"PAM130","B3K5038"
"2070",29,0.584265900078373,"PAM140","B3K5038"
"2071",30,0.594705655761016,"PAM150","B3K5038"
"2072",31,0.572143551748791,"PAM160","B3K5038"
"2073",32,0.557654373556309,"PAM170","B3K5038"
"2074",33,0.56674447317621,"PAM180","B3K5038"
"2075",34,0.564178420936757,"PAM190","B3K5038"
"2076",35,0.555069650300985,"PAM200","B3K5038"
"2077",36,0.559228980621927,"PAM210","B3K5038"
"2078",37,0.551832103286278,"PAM220","B3K5038"
"2079",38,0.571003447473068,"PAM230","B3K5038"
"2080",39,0.541458646913083,"PAM240","B3K5038"
"2081",40,0.609068040147245,"PAM250","B3K5038"
"2082",41,0.586259075474025,"PAM260","B3K5038"
"2083",42,0.526742486155252,"PAM270","B3K5038"
"2084",43,0.464217285262007,"PAM280","B3K5038"
"2085",44,0.477244120462343,"PAM290","B3K5038"
"2086",45,0.48176308302262,"PAM300","B3K5038"
"2087",46,0.47776538308549,"PAM310","B3K5038"
"2088",47,0.52285757768676,"PAM320","B3K5038"
"2089",48,0.491169220100014,"PAM330","B3K5038"
"2090",49,0.486406089930085,"PAM340","B3K5038"
"2091",50,0.486262763130738,"PAM350","B3K5038"
"2092",51,0.446762503940682,"PAM360","B3K5038"
"2093",52,0.507038780513915,"PAM370","B3K5038"
"2094",53,0.517085145783358,"PAM380","B3K5038"
"2095",54,0.502899335946561,"PAM390","B3K5038"
"2096",55,0.505524243575533,"PAM400","B3K5038"
"2097",56,0.463886216515091,"PAM410","B3K5038"
"2098",57,0.458780759230275,"PAM420","B3K5038"
"2099",58,0.457797972220307,"PAM430","B3K5038"
"2100",59,0.45513842984281,"PAM440","B3K5038"
"2101",60,0.45718594950454,"PAM450","B3K5038"
"2102",61,0.380871593123385,"PAM460","B3K5038"
"2103",62,0.459956757888444,"PAM470","B3K5038"
"2104",63,0.457177571155145,"PAM480","B3K5038"
"2105",64,0.406523005034654,"PAM490","B3K5038"
"2106",65,0.417637431623119,"PAM500","B3K5038"
"2107",66,0.609068040147245,"DAYHOFF","B3K5038"
"2108",67,0.576831503435617,"GONNET","B3K5038"
"2109",0,0.638609755097279,"HAMMING","B3K506"
"2110",1,0.497667781111821,"BLOSUM62","B3K506"
"2111",2,0.570761907053546,"BLOSUM30","B3K506"
"2112",3,0.552132208155422,"BLOSUM35","B3K506"
"2113",4,0.550305350681748,"BLOSUM40","B3K506"
"2114",5,0.52467787452269,"BLOSUM45","B3K506"
"2115",6,0.492336144142058,"BLOSUM50","B3K506"
"2116",7,0.497369550966743,"BLOSUM55","B3K506"
"2117",8,0.47175422437887,"BLOSUM60","B3K506"
"2118",9,0.492513929729659,"BLOSUM65","B3K506"
"2119",10,0.493286988878224,"BLOSUM70","B3K506"
"2120",11,0.467556946249325,"BLOSUM75","B3K506"
"2121",12,0.481969869412593,"BLOSUM80","B3K506"
"2122",13,0.498880563620926,"BLOSUM85","B3K506"
"2123",14,0.505050553772711,"BLOSUM90","B3K506"
"2124",15,0.523431076540528,"BLOSUM100","B3K506"
"2125",16,0.500494769254822,"PAM10","B3K506"
"2126",17,0.505225306642591,"PAM20","B3K506"
"2127",18,0.493772516184757,"PAM30","B3K506"
"2128",19,0.479863240480384,"PAM40","B3K506"
"2129",20,0.493110452863094,"PAM50","B3K506"
"2130",21,0.481525243537461,"PAM60","B3K506"
"2131",22,0.481845898637265,"PAM70","B3K506"
"2132",23,0.477412647021085,"PAM80","B3K506"
"2133",24,0.461000419230573,"PAM90","B3K506"
"2134",25,0.455636183892524,"PAM100","B3K506"
"2135",26,0.455012451249927,"PAM110","B3K506"
"2136",27,0.454300391005583,"PAM120","B3K506"
"2137",28,0.444626047316285,"PAM130","B3K506"
"2138",29,0.411155650206882,"PAM140","B3K506"
"2139",30,0.414580230019752,"PAM150","B3K506"
"2140",31,0.439595795072733,"PAM160","B3K506"
"2141",32,0.409956978088414,"PAM170","B3K506"
"2142",33,0.430336281003539,"PAM180","B3K506"
"2143",34,0.418089808474139,"PAM190","B3K506"
"2144",35,0.40678319154317,"PAM200","B3K506"
"2145",36,0.393432443395071,"PAM210","B3K506"
"2146",37,0.368578720556896,"PAM220","B3K506"
"2147",38,0.374180339552589,"PAM230","B3K506"
"2148",39,0.375324428140979,"PAM240","B3K506"
"2149",40,0.402067134334498,"PAM250","B3K506"
"2150",41,0.385975042487326,"PAM260","B3K506"
"2151",42,0.341406134455724,"PAM270","B3K506"
"2152",43,0.332062311647555,"PAM280","B3K506"
"2153",44,0.30398846257609,"PAM290","B3K506"
"2154",45,0.313315452992211,"PAM300","B3K506"
"2155",46,0.313173750211703,"PAM310","B3K506"
"2156",47,0.321689956415583,"PAM320","B3K506"
"2157",48,0.301619308657261,"PAM330","B3K506"
"2158",49,0.294873469972728,"PAM340","B3K506"
"2159",50,0.291844919993174,"PAM350","B3K506"
"2160",51,0.312176017332508,"PAM360","B3K506"
"2161",52,0.299645132095658,"PAM370","B3K506"
"2162",53,0.325547681427558,"PAM380","B3K506"
"2163",54,0.313675062982004,"PAM390","B3K506"
"2164",55,0.308047472146184,"PAM400","B3K506"
"2165",56,0.285066764716638,"PAM410","B3K506"
"2166",57,0.252409813300269,"PAM420","B3K506"
"2167",58,0.236125264187257,"PAM430","B3K506"
"2168",59,0.243579511302748,"PAM440","B3K506"
"2169",60,0.23891430860193,"PAM450","B3K506"
"2170",61,0.237607612333935,"PAM460","B3K506"
"2171",62,0.24090182743612,"PAM470","B3K506"
"2172",63,0.246285121158795,"PAM480","B3K506"
"2173",64,0.235020788147232,"PAM490","B3K506"
"2174",65,0.228939697955219,"PAM500","B3K506"
"2175",66,0.402067134334498,"DAYHOFF","B3K506"
"2176",67,0.365999618783045,"GONNET","B3K506"
"2177",0,0.693460456183242,"HAMMING","B3K508"
"2178",1,0.595999888011477,"BLOSUM62","B3K508"
"2179",2,0.650782317302446,"BLOSUM30","B3K508"
"2180",3,0.643980042191816,"BLOSUM35","B3K508"
"2181",4,0.623834939369781,"BLOSUM40","B3K508"
"2182",5,0.620705922946346,"BLOSUM45","B3K508"
"2183",6,0.58703661234592,"BLOSUM50","B3K508"
"2184",7,0.60771261072687,"BLOSUM55","B3K508"
"2185",8,0.586299714354012,"BLOSUM60","B3K508"
"2186",9,0.58416529063121,"BLOSUM65","B3K508"
"2187",10,0.588358150036768,"BLOSUM70","B3K508"
"2188",11,0.572359493547881,"BLOSUM75","B3K508"
"2189",12,0.60090858723379,"BLOSUM80","B3K508"
"2190",13,0.594118472312955,"BLOSUM85","B3K508"
"2191",14,0.586583857375241,"BLOSUM90","B3K508"
"2192",15,0.612718327290453,"BLOSUM100","B3K508"
"2193",16,0.557852245140265,"PAM10","B3K508"
"2194",17,0.57042713905779,"PAM20","B3K508"
"2195",18,0.555096222038923,"PAM30","B3K508"
"2196",19,0.519831018902839,"PAM40","B3K508"
"2197",20,0.543675119129801,"PAM50","B3K508"
"2198",21,0.526526524870435,"PAM60","B3K508"
"2199",22,0.52823109997157,"PAM70","B3K508"
"2200",23,0.535305044296366,"PAM80","B3K508"
"2201",24,0.500480819585092,"PAM90","B3K508"
"2202",25,0.485952410869982,"PAM100","B3K508"
"2203",26,0.503887110827811,"PAM110","B3K508"
"2204",27,0.510867076431735,"PAM120","B3K508"
"2205",28,0.520490869847517,"PAM130","B3K508"
"2206",29,0.483500312213088,"PAM140","B3K508"
"2207",30,0.480875416169114,"PAM150","B3K508"
"2208",31,0.518358738774834,"PAM160","B3K508"
"2209",32,0.463051666094817,"PAM170","B3K508"
"2210",33,0.469540924586861,"PAM180","B3K508"
"2211",34,0.425462306334431,"PAM190","B3K508"
"2212",35,0.416385618428156,"PAM200","B3K508"
"2213",36,0.402355184969199,"PAM210","B3K508"
"2214",37,0.394791013718069,"PAM220","B3K508"
"2215",38,0.407903702662677,"PAM230","B3K508"
"2216",39,0.406938605057972,"PAM240","B3K508"
"2217",40,0.438788271355276,"PAM250","B3K508"
"2218",41,0.413239877941294,"PAM260","B3K508"
"2219",42,0.373795077123457,"PAM270","B3K508"
"2220",43,0.364731590687996,"PAM280","B3K508"
"2221",44,0.360000161998226,"PAM290","B3K508"
"2222",45,0.365294317136892,"PAM300","B3K508"
"2223",46,0.381216242450066,"PAM310","B3K508"
"2224",47,0.402825184089155,"PAM320","B3K508"
"2225",48,0.355108963374417,"PAM330","B3K508"
"2226",49,0.306059635000665,"PAM340","B3K508"
"2227",50,0.354359345745028,"PAM350","B3K508"
"2228",51,0.27947284254201,"PAM360","B3K508"
"2229",52,0.288994625129334,"PAM370","B3K508"
"2230",53,0.27227836825654,"PAM380","B3K508"
"2231",54,0.244797829329801,"PAM390","B3K508"
"2232",55,0.264276533010355,"PAM400","B3K508"
"2233",56,0.238393539602044,"PAM410","B3K508"
"2234",57,0.22126331998046,"PAM420","B3K508"
"2235",58,0.214456742429575,"PAM430","B3K508"
"2236",59,0.226067454689278,"PAM440","B3K508"
"2237",60,0.213150017391333,"PAM450","B3K508"
"2238",61,0.180846160290394,"PAM460","B3K508"
"2239",62,0.218028467138415,"PAM470","B3K508"
"2240",63,0.225072441410443,"PAM480","B3K508"
"2241",64,0.189278513307923,"PAM490","B3K508"
"2242",65,0.18940595938653,"PAM500","B3K508"
"2243",66,0.438788271355276,"DAYHOFF","B3K508"
"2244",67,0.451297249879535,"GONNET","B3K508"
"2245",0,0.725215695539089,"HAMMING","B3K525"
"2246",1,0.624461494933373,"BLOSUM62","B3K525"
"2247",2,0.657901328702216,"BLOSUM30","B3K525"
"2248",3,0.653485033545717,"BLOSUM35","B3K525"
"2249",4,0.656372303537701,"BLOSUM40","B3K525"
"2250",5,0.640013483282957,"BLOSUM45","B3K525"
"2251",6,0.625106694137725,"BLOSUM50","B3K525"
