"","X","WS","NS","NW","aa_matrix","tcr","mean_auc"
"152",15,0.767333333333333,0.945883190883191,0.861132478632479,"BLOSUM100","13A10",0.858116334283001
"153",16,0.85,0.951139601139601,0.850698005698006,"PAM10","13A10",0.883945868945869
"154",17,0.847666666666667,0.9447150997151,0.843198005698006,"PAM20","13A10",0.878526590693257
"155",18,0.810333333333333,0.942407407407407,0.837849002849003,"PAM30","13A10",0.863529914529915
"156",19,0.859666666666667,0.951253561253561,0.835890313390313,"PAM40","13A10",0.882270180436847
"157",20,0.827,0.945356125356125,0.83031339031339,"PAM50","13A10",0.867556505223172
"158",21,0.835333333333333,0.950484330484331,0.827884615384615,"PAM60","13A10",0.871234093067426
"159",22,0.835,0.937279202279202,0.822549857549858,"PAM70","13A10",0.86494301994302
"160",23,0.819,0.921951566951567,0.821132478632479,"PAM80","13A10",0.854028015194682
"161",24,0.782666666666667,0.917948717948718,0.816780626780627,"PAM90","13A10",0.83913200379867
"162",25,0.807666666666667,0.934330484330484,0.806994301994302,"PAM100","13A10",0.849663817663818
"163",26,0.784333333333333,0.924131054131054,0.799807692307692,"PAM110","13A10",0.83609069325736
"164",27,0.786333333333333,0.924273504273504,0.805242165242165,"PAM120","13A10",0.838616334283001
"165",28,0.720333333333333,0.912663817663818,0.803632478632479,"PAM130","13A10",0.81220987654321
"166",29,0.737,0.904059829059829,0.793247863247863,"PAM140","13A10",0.811435897435897
"167",30,0.752666666666667,0.907849002849003,0.788319088319088,"PAM150","13A10",0.816278252611586
"168",31,0.762,0.900669515669515,0.795819088319088,"PAM160","13A10",0.819496201329534
"169",32,0.752333333333333,0.903945868945869,0.797094017094017,"PAM170","13A10",0.817791073124406
"170",33,0.752333333333333,0.902521367521368,0.801324786324786,"PAM180","13A10",0.818726495726496
"171",34,0.73,0.883860398860399,0.781923076923077,"PAM190","13A10",0.798594491927825
"172",35,0.71,0.881581196581197,0.789245014245014,"PAM200","13A10",0.79360873694207
"173",36,0.71,0.891267806267806,0.796096866096866,"PAM210","13A10",0.799121557454891
"174",37,0.72,0.879131054131054,0.786745014245014,"PAM220","13A10",0.795292022792023
"175",38,0.711666666666667,0.859843304843305,0.777464387464388,"PAM230","13A10",0.782991452991453
"176",39,0.681333333333333,0.866965811965812,0.778618233618234,"PAM240","13A10",0.775639126305793
"177",40,0.673333333333333,0.861581196581197,0.784964387464387,"PAM250","13A10",0.773292972459639
"178",41,0.671333333333333,0.855883190883191,0.773881766381766,"PAM260","13A10",0.767032763532764
"179",42,0.682,0.863262108262108,0.778547008547008,"PAM270","13A10",0.774603038936372
"180",43,0.657,0.854316239316239,0.773098290598291,"PAM280","13A10",0.76147150997151
"181",44,0.620666666666667,0.848333333333333,0.778482905982906,"PAM290","13A10",0.749160968660969
"182",45,0.654666666666667,0.832578347578348,0.7577849002849,"PAM300","13A10",0.748343304843305
"183",46,0.654666666666667,0.833347578347578,0.755092592592593,"PAM310","13A10",0.747702279202279
"184",47,0.666333333333333,0.822777777777778,0.742051282051282,"PAM320","13A10",0.743720797720798
"185",48,0.659333333333333,0.822293447293447,0.740299145299145,"PAM330","13A10",0.740641975308642
"186",49,0.649333333333333,0.801096866096866,0.727678062678063,"PAM340","13A10",0.726036087369421
"187",50,0.681666666666667,0.79522792022792,0.733368945868946,"PAM350","13A10",0.736754510921178
"188",51,0.655333333333333,0.788162393162393,0.718682336182336,"PAM360","13A10",0.720726020892688
"189",52,0.616666666666667,0.793148148148148,0.712649572649573,"PAM370","13A10",0.707488129154796
"190",53,0.628666666666667,0.782378917378918,0.711880341880342,"PAM380","13A10",0.707641975308642
"191",54,0.619,0.776823361823362,0.694764957264957,"PAM390","13A10",0.69686277302944
"192",55,0.619,0.770014245014245,0.690990028490029,"PAM400","13A10",0.693334757834758
"193",56,0.590666666666667,0.77494301994302,0.723995726495726,"PAM410","13A10",0.696535137701804
"194",57,0.620666666666667,0.761438746438747,0.69252849002849,"PAM420","13A10",0.691544634377968
"195",58,0.620666666666667,0.761039886039886,0.694451566951567,"PAM430","13A10",0.692052706552706
"196",59,0.610666666666667,0.759501424501424,0.696182336182336,"PAM440","13A10",0.688783475783476
"197",60,0.617,0.764558404558405,0.687022792022792,"PAM450","13A10",0.689527065527066
"198",61,0.645,0.752806267806268,0.673440170940171,"PAM460","13A10",0.690415479582146
"199",62,0.649,0.75491452991453,0.679907407407407,"PAM470","13A10",0.694607312440646
"200",63,0.627,0.749643874643875,0.68502849002849,"PAM480","13A10",0.687224121557455
"201",64,0.657166666666667,0.758760683760684,0.677792022792023,"PAM490","13A10",0.697906457739791
"202",65,0.657166666666667,0.757279202279202,0.685484330484331,"PAM500","13A10",0.6999767331434
"203",66,0.673333333333333,0.863119658119658,0.788739316239316,"DAYHOFF","13A10",0.775064102564103
"204",67,0.625666666666667,0.872279202279202,0.812371794871795,"GONNET","13A10",0.770105887939221
"205",0,0.7625,0.921092916745091,0.763487780335606,"HAMMING","14A4",0.815693565693566
"206",1,0.766904761904762,0.918483086961348,0.716519350215002,"BLOSUM62","14A4",0.800635733027037
"207",2,0.807619047619048,0.92641350195698,0.720776180341398,"BLOSUM30","14A4",0.818269576639142
"208",3,0.795952380952381,0.922634249808163,0.681956159782247,"BLOSUM35","14A4",0.80018093018093
"209",4,0.745714285714286,0.910951367473107,0.698633974720931,"BLOSUM40","14A4",0.785099875969441
"210",5,0.752857142857143,0.911198765003113,0.708121371382241,"BLOSUM45","14A4",0.790725759747499
"211",6,0.75952380952381,0.911831465635814,0.715911081671951,"BLOSUM50","14A4",0.795755452277191
"212",7,0.781190476190476,0.92335050215485,0.705388488323271,"BLOSUM55","14A4",0.803309822222866
"213",8,0.757142857142857,0.920128723933072,0.710191511387164,"BLOSUM60","14A4",0.795821030821031
"214",9,0.75952380952381,0.917292248813988,0.716627466736163,"BLOSUM65","14A4",0.797814508357987
"215",10,0.746190476190476,0.918604825126564,0.710991001751871,"BLOSUM70","14A4",0.791928767689637
"216",11,0.775952380952381,0.925624616928965,0.721201805440936,"BLOSUM75","14A4",0.807592934440761
"217",12,0.780952380952381,0.931717135521483,0.722605944779858,"BLOSUM80","14A4",0.811758487084574
"218",13,0.78952380952381,0.942664521468869,0.734420072680942,"BLOSUM85","14A4",0.82220280122454
"219",14,0.811190476190476,0.944644063665803,0.723405797101449,"BLOSUM90","14A4",0.826413445652576
"220",15,0.782142857142857,0.94227089335785,0.729455761629675,"BLOSUM100","14A4",0.817956504043461
"221",16,0.822380952380952,0.950176996916127,0.727632729589251,"PAM10","14A4",0.83339689296211
"222",17,0.818809523809524,0.944430931387453,0.721525503482025,"PAM20","14A4",0.828255319559667
"223",18,0.812857142857143,0.938356028029941,0.703784838350056,"PAM30","14A4",0.818332669745713
"224",19,0.841666666666667,0.939941942115855,0.711600573339704,"PAM40","14A4",0.831069727374075
"225",20,0.834285714285714,0.937401004792309,0.69958707958708,"PAM50","14A4",0.823757932888368
"226",21,0.84,0.936751654142959,0.698714401540488,"PAM60","14A4",0.825155351894482
"227",22,0.833333333333333,0.933129732586254,0.700265893526763,"PAM70","14A4",0.822242986482117
"228",23,0.832857142857143,0.926076640750554,0.687804224760747,"PAM80","14A4",0.815579336122815
"229",24,0.83,0.92034722523853,0.697768535812014,"PAM90","14A4",0.816038587016848
"230",25,0.81,0.924576872402959,0.69789138397834,"PAM100","14A4",0.8108227521271
"231",26,0.826428571428571,0.92018271583489,0.695457585892369,"PAM110","14A4",0.81402295771861
"232",27,0.81452380952381,0.919561597822467,0.688550145506667,"PAM120","14A4",0.807545184284315
"233",28,0.807857142857143,0.910103543799196,0.698704845878759,"PAM130","14A4",0.805555177511699
"234",29,0.830714285714286,0.892278011843229,0.682001766349593,"PAM140","14A4",0.801664687969036
"235",30,0.81547619047619,0.8930690082864,0.678167991428861,"PAM150","14A4",0.79557106339715
"236",31,0.782380952380952,0.899860163990599,0.66931423648815,"PAM160","14A4",0.783851784286567
"237",32,0.787857142857143,0.897277480973133,0.690281602455516,"PAM170","14A4",0.791805408761931
"238",33,0.77952380952381,0.894072352768005,0.677884217232043,"PAM180","14A4",0.783826793174619
"239",34,0.771904761904762,0.882152991935601,0.686336272423229,"PAM190","14A4",0.780131342087864
"240",35,0.800476190476191,0.876840369775153,0.677834991095861,"PAM200","14A4",0.785050517115735
"241",36,0.737142857142857,0.875211865429257,0.667835425444121,"PAM210","14A4",0.760063382672078
"242",37,0.73952380952381,0.863614163614164,0.664969740404523,"PAM220","14A4",0.756035904514165
"243",38,0.74452380952381,0.850743700743701,0.665428556950296,"PAM230","14A4",0.753565355739269
"244",39,0.709523809523809,0.85034011881838,0.668296268948443,"PAM240","14A4",0.742720065763544
"245",40,0.709523809523809,0.845251728947381,0.659138759790934,"PAM250","14A4",0.737971432754041
"246",41,0.709523809523809,0.837807603024994,0.640573774052035,"PAM260","14A4",0.729301728866946
"247",42,0.735952380952381,0.847587557370166,0.659795494360712,"PAM270","14A4",0.747778477561086
"248",43,0.713333333333333,0.832290897508289,0.640578407100146,"PAM280","14A4",0.728734212647256
"249",44,0.718333333333333,0.831008846226238,0.645205446727186,"PAM290","14A4",0.731515875428919
"250",45,0.712380952380952,0.804529769747161,0.637456637565333,"PAM300","14A4",0.718122453231149
"251",46,0.705952380952381,0.807063347280738,0.635599436795089,"PAM310","14A4",0.716205055009403
"252",47,0.686071428571429,0.830390442890443,0.657533915360002,"PAM320","14A4",0.724665262273958
"253",48,0.6775,0.829606142649621,0.65642904197252,"PAM330","14A4",0.721178394874047
"254",49,0.679880952380952,0.812718501305458,0.643629196890066,"PAM340","14A4",0.712076216858826
"255",50,0.772857142857143,0.814428988885511,0.609696281978891,"PAM350","14A4",0.732327471240515
"256",51,0.724047619047619,0.80858338521382,0.621651862630124,"PAM360","14A4",0.718094288963854
"257",52,0.713690476190476,0.810529627377453,0.632409945127336,"PAM370","14A4",0.718876682898422
"258",53,0.689880952380952,0.790348238717804,0.627764228525098,"PAM380","14A4",0.702664473207951
"259",54,0.681071428571429,0.77627897464854,0.605035688948732,"PAM390","14A4",0.6874620307229
"260",55,0.681071428571429,0.77627897464854,0.595218115218115,"PAM400","14A4",0.684189506146028
"261",56,0.709523809523809,0.792866010800793,0.619525655503916,"PAM410","14A4",0.707305158609506
"262",57,0.688095238095238,0.771790829943004,0.599890001303045,"PAM420","14A4",0.686592023113762
"263",58,0.696428571428572,0.774354932507107,0.601517649017649,"PAM430","14A4",0.690767050984442
"264",59,0.696428571428572,0.774354932507107,0.599134090547134,"PAM440","14A4",0.689972531494271
"265",60,0.694642857142857,0.777440614940615,0.591288494114581,"PAM450","14A4",0.687790655399351
"266",61,0.68202380952381,0.777820850646938,0.603458534219404,"PAM460","14A4",0.687767731463384
"267",62,0.691428571428572,0.77018826584044,0.607305194805195,"PAM470","14A4",0.689640677358069
"268",63,0.696190476190476,0.773914973914974,0.601222943722944,"PAM480","14A4",0.690442797942798
"269",64,0.69202380952381,0.780705466031553,0.611127531888402,"PAM490","14A4",0.694618935814588
"270",65,0.69202380952381,0.77753086285695,0.603547720395546,"PAM500","14A4",0.691034130925435
"271",66,0.709523809523809,0.849097882793535,0.665331842070972,"DAYHOFF","14A4",0.741317844796106
"272",67,0.755238095238095,0.853026321504582,0.66645390841043,"GONNET","14A4",0.758239441717703
"273",0,0.433333333333333,0.820414272030651,0.868730603448276,"HAMMING","14D7",0.707492736270753
"274",1,0.316666666666667,0.864858716475096,0.872984280925014,"BLOSUM62","14D7",0.684836554688925
"275",2,0.25,0.891666666666667,0.890375478927203,"BLOSUM30","14D7",0.677347381864623
"276",3,0.316666666666667,0.834686302681992,0.883719553913519,"BLOSUM35","14D7",0.678357507754059
"277",4,0.233333333333333,0.822497605363985,0.873690031472359,"BLOSUM40","14D7",0.643173656723226
"278",5,0.316666666666667,0.84371408045977,0.865132560207991,"BLOSUM45","14D7",0.675171102444809
"279",6,0.316666666666667,0.865936302681992,0.867056308155446,"BLOSUM50","14D7",0.683219759168035
"280",7,0.383333333333333,0.88746408045977,0.864461001642036,"BLOSUM55","14D7",0.711752805145046
"281",8,0.316666666666667,0.864858716475096,0.870698566639299,"BLOSUM60","14D7",0.684074649927021
"282",9,0.316666666666667,0.864858716475096,0.863912031335523,"BLOSUM65","14D7",0.681812471492428
"283",10,0.383333333333333,0.874509099616858,0.873790931171319,"BLOSUM70","14D7",0.71054445470717
"284",11,0.383333333333333,0.874509099616858,0.881186336891078,"BLOSUM75","14D7",0.71300958994709
"285",12,0.383333333333333,0.863397988505747,0.882747707991242,"BLOSUM80","14D7",0.709826343276774
"286",13,0.383333333333333,0.896420019157088,0.896599599753695,"BLOSUM85","14D7",0.725450984081372
"287",14,0.383333333333333,0.896072796934866,0.904402606732348,"BLOSUM90","14D7",0.727936245666849
"288",15,0.3,0.880795019157088,0.899318674740011,"BLOSUM100","14D7",0.693371231299033
"289",16,0.466666666666667,0.913505747126437,0.908204878215654,"PAM10","14D7",0.762792430669586
"290",17,0.466666666666667,0.90308908045977,0.905393301860974,"PAM20","14D7",0.758383016329137
"291",18,0.466666666666667,0.891283524904214,0.892305145046524,"PAM30","14D7",0.750085112205802
"292",19,0.55,0.89058908045977,0.884576081007115,"PAM40","14D7",0.775055053822295
