,0
0,0.6142148760330579
1,0.637861162983712
2,0.7106619473422753
3,0.7197778436750933
4,0.7028790888026241
5,0.7076449627470036
6,0.7156667781238818
7,0.7213122213122213
8,0.7389007597340931
9,0.7620065789473683
10,0.7639734054541356
