,0
0,0.8465379327584053
1,0.8353956582633053
2,0.8307457010582011
3,0.8282207012784149
4,0.8149215686274509
5,0.8183751493428914
6,0.815873015873016
7,0.8054498919883536
8,0.7957175925925926
9,0.8149396058486967
10,0.7880728185812931
