,0
0,0.6238466536712152
1,0.6792921584588253
2,0.6901307189542484
3,0.7056041464204729
4,0.7184702093397747
5,0.7177095347943099
6,0.7394361890784565
7,0.7436476873854564
8,0.761831501831502
9,0.7212980820743597
10,0.7047382920110193
