,Spearman r,aa_matrix,tcr
0,0.7587932719662744,hamming,Ed10
1,0.5406191883269529,blosum62,Ed10
2,0.5860831376889293,blosum30,Ed10
3,0.5962667840878886,blosum35,Ed10
4,0.5749384419986298,blosum40,Ed10
5,0.5922267707707967,blosum45,Ed10
6,0.5475458178460707,blosum50,Ed10
7,0.5553581011313296,blosum55,Ed10
8,0.5422130760111484,blosum60,Ed10
9,0.5390121767427404,blosum65,Ed10
10,0.5447494006582599,blosum70,Ed10
11,0.5584379283882466,blosum75,Ed10
12,0.5843154532515664,blosum80,Ed10
13,0.5735571449815134,blosum85,Ed10
14,0.5805505266124414,blosum90,Ed10
15,0.5905213538245947,blosum100,Ed10
16,0.612194845953159,pam10,Ed10
17,0.6189054619361251,pam20,Ed10
18,0.6130816993919244,pam30,Ed10
19,0.6054490143599568,pam40,Ed10
20,0.604675903235386,pam50,Ed10
21,0.5983790811950656,pam60,Ed10
22,0.598915721831378,pam70,Ed10
23,0.5893134907745724,pam80,Ed10
24,0.5814781041012127,pam90,Ed10
25,0.5861240872655502,pam100,Ed10
26,0.5797480551572992,pam110,Ed10
27,0.5857475228368763,pam120,Ed10
28,0.5800850347967124,pam130,Ed10
29,0.5752434082098159,pam140,Ed10
30,0.5452671782154412,pam150,Ed10
31,0.55325794772242,pam160,Ed10
32,0.5290353359100642,pam170,Ed10
33,0.5317051184077072,pam180,Ed10
34,0.5497974972230338,pam190,Ed10
35,0.530995547249512,pam200,Ed10
36,0.5316875636641304,pam210,Ed10
37,0.5187459851941827,pam220,Ed10
38,0.5160467620913909,pam230,Ed10
39,0.5383943150969663,pam240,Ed10
40,0.5342368053831059,pam250,Ed10
41,0.4318507713162375,pam260,Ed10
42,0.49839761733176446,pam270,Ed10
43,0.5075139531767918,pam280,Ed10
44,0.5111560762429994,pam290,Ed10
45,0.4215747188931845,pam300,Ed10
46,0.394097326459861,pam310,Ed10
47,0.4137261278379355,pam320,Ed10
48,0.3915127525698828,pam330,Ed10
49,0.40460324590926994,pam340,Ed10
50,0.39160818985069523,pam350,Ed10
51,0.3628810651795459,pam360,Ed10
52,0.36515844998918096,pam370,Ed10
53,0.3676040757437118,pam380,Ed10
54,0.3690427592550516,pam390,Ed10
55,0.40746204559927995,pam400,Ed10
56,0.33252939874774745,pam410,Ed10
57,0.3250205704789205,pam420,Ed10
58,0.3237166878516655,pam430,Ed10
59,0.3296743890962543,pam440,Ed10
60,0.3519911512080962,pam450,Ed10
61,0.3420566491959016,pam460,Ed10
62,0.3368290779983207,pam470,Ed10
63,0.3344012070705282,pam480,Ed10
64,0.31273669288936584,pam490,Ed10
65,0.30413314932855984,pam500,Ed10
66,0.5373949480078205,dayhoff,Ed10
67,0.46467594165557335,gonnet,Ed10
