,Spearman r,aa_matrix,tcr
0,0.3371348329208036,hamming,NLV3
1,0.10506490870153953,blosum62,NLV3
2,0.15334942140588442,blosum30,NLV3
3,0.10598484064428142,blosum35,NLV3
4,0.12944382184378414,blosum40,NLV3
5,0.10658831912707516,blosum45,NLV3
6,0.10293970491461676,blosum50,NLV3
7,0.09910042831917767,blosum55,NLV3
8,0.10055893674386966,blosum60,NLV3
9,0.10103738310033736,blosum65,NLV3
10,0.10867113577079683,blosum70,NLV3
11,0.09972278433571466,blosum75,NLV3
12,0.10946299583802535,blosum80,NLV3
13,0.11881385957359296,blosum85,NLV3
14,0.11893023529186215,blosum90,NLV3
15,0.1138058335450125,blosum100,NLV3
16,0.15693449722954655,pam10,NLV3
17,0.166898941527361,pam20,NLV3
18,0.14584506094918462,pam30,NLV3
19,0.16155464830481958,pam40,NLV3
20,0.1489351846587484,pam50,NLV3
21,0.15476737857216566,pam60,NLV3
22,0.14042421965622548,pam70,NLV3
23,0.15796590350522993,pam80,NLV3
24,0.1485545082916317,pam90,NLV3
25,0.1526738129557948,pam100,NLV3
26,0.1408929629077288,pam110,NLV3
27,0.14550503408454224,pam120,NLV3
28,0.14920687043408684,pam130,NLV3
29,0.17802880515607264,pam140,NLV3
30,0.16748625296193775,pam150,NLV3
31,0.14254560737966565,pam160,NLV3
32,0.14133454366641454,pam170,NLV3
33,0.1371044707187922,pam180,NLV3
34,0.14530682082512442,pam190,NLV3
35,0.16523337878390515,pam200,NLV3
36,0.1707068351953307,pam210,NLV3
37,0.1776519510698606,pam220,NLV3
38,0.15301731043161218,pam230,NLV3
39,0.15235052583688957,pam240,NLV3
40,0.14925076176283922,pam250,NLV3
41,0.15374008903719508,pam260,NLV3
42,0.17344841341981337,pam270,NLV3
43,0.16730310427263756,pam280,NLV3
44,0.1593125436497614,pam290,NLV3
45,0.14667770086434223,pam300,NLV3
46,0.15506590984173957,pam310,NLV3
47,0.17370591351955175,pam320,NLV3
48,0.18984770459920336,pam330,NLV3
49,0.12782026611569583,pam340,NLV3
50,0.1531565860201403,pam350,NLV3
51,0.16120673826348839,pam360,NLV3
52,0.19452613918700806,pam370,NLV3
53,0.13299915284206967,pam380,NLV3
54,0.13490673979454973,pam390,NLV3
55,0.13627487256149512,pam400,NLV3
56,0.14565603490799545,pam410,NLV3
57,0.12014973652677427,pam420,NLV3
58,0.13416215803226156,pam430,NLV3
59,0.12379034554247918,pam440,NLV3
60,0.127308017725607,pam450,NLV3
61,0.12430780951670303,pam460,NLV3
62,0.14750396472269114,pam470,NLV3
63,0.15166320399508512,pam480,NLV3
64,0.11978814639531532,pam490,NLV3
65,0.11987777647621363,pam500,NLV3
66,0.14726300920264906,dayhoff,NLV3
67,0.12229242514840348,gonnet,NLV3
