,Spearman r,aa_matrix,tcr
0,0.7078410255866471,hamming,F4
1,0.45331711829203564,blosum62,F4
2,0.49247644598159857,blosum30,F4
3,0.5301184375877204,blosum35,F4
4,0.5203865732672662,blosum40,F4
5,0.5238024952246974,blosum45,F4
6,0.46849395492973916,blosum50,F4
7,0.4791532047449132,blosum55,F4
8,0.44368948178664686,blosum60,F4
9,0.44261235691987244,blosum65,F4
10,0.4506598031540975,blosum70,F4
11,0.4732552253009598,blosum75,F4
12,0.48825123430905953,blosum80,F4
13,0.5047199568583421,blosum85,F4
14,0.5117384631335152,blosum90,F4
15,0.5280299681079009,blosum100,F4
16,0.6073702544643534,pam10,F4
17,0.5907240160811023,pam20,F4
18,0.5682014586406485,pam30,F4
19,0.5722646766208633,pam40,F4
20,0.5259609680340014,pam50,F4
21,0.5223568772122034,pam60,F4
22,0.5029267820013517,pam70,F4
23,0.517108060839518,pam80,F4
24,0.5038161391957579,pam90,F4
25,0.4984756747707021,pam100,F4
26,0.5080203015646773,pam110,F4
27,0.518891734076451,pam120,F4
28,0.5082949569281371,pam130,F4
29,0.4904924609411981,pam140,F4
30,0.47739002195014174,pam150,F4
31,0.47002955270809865,pam160,F4
32,0.46496487116365104,pam170,F4
33,0.45688822476956126,pam180,F4
34,0.46743081118111557,pam190,F4
35,0.46791104882043505,pam200,F4
36,0.4651384530105619,pam210,F4
37,0.4615789228174969,pam220,F4
38,0.4461165110813262,pam230,F4
39,0.45598733447034645,pam240,F4
40,0.4577386993898929,pam250,F4
41,0.43350986109731926,pam260,F4
42,0.44717254568585113,pam270,F4
43,0.45056063995072815,pam280,F4
44,0.44029259451664193,pam290,F4
45,0.4250729447006707,pam300,F4
46,0.40371969254432527,pam310,F4
47,0.4120120041309067,pam320,F4
48,0.3889859511807673,pam330,F4
49,0.3716922303413274,pam340,F4
50,0.4030737799613077,pam350,F4
51,0.3827689499057641,pam360,F4
52,0.3685193612260266,pam370,F4
53,0.3355295697177608,pam380,F4
54,0.34982661933190284,pam390,F4
55,0.38154318086321676,pam400,F4
56,0.32435922319115534,pam410,F4
57,0.3329099756471031,pam420,F4
58,0.3223112532946169,pam430,F4
59,0.3375085634753106,pam440,F4
60,0.3585153447179054,pam450,F4
61,0.36191297940317596,pam460,F4
62,0.3443726052325565,pam470,F4
63,0.34631403266867566,pam480,F4
64,0.33700247722712867,pam490,F4
65,0.33827615317444354,pam500,F4
66,0.4580543008773644,dayhoff,F4
67,0.3295876077028878,gonnet,F4
