,0
a3a,0.9146520146520146
TIL1383I,0.806984126984127
TCR81-14,0.7646520146520146
18A2,0.8287037037037037
NYE-S1,0.773358585858586
TCR6,0.7466422466422467
TCR7,0.7721088435374149
A6,0.8554778554778554
T1,0.6287878787878788
FLT3DY,0.7486956521739131
A23,0.7709401709401709
TCR2-T,0.773015873015873
R24,0.797979797979798
868Z11,0.8194444444444444
TCR-1E6,0.7476774433296173
APN-TCR,0.785645933014354
EWW-TCR,0.7840909090909092
A11Va,0.8568610876303184
TCR-F5,0.9181980809887786
TCR-3598-2,0.8489693313222726
MBP-TCR,0.883988603988604
B3K508,0.7777777777777777
