,0
a3a,0.8839506172839506
TIL1383I,0.7743589743589744
TCR81-14,0.7443667443667442
18A2,0.7743055555555557
NYE-S1,0.8159722222222222
TCR6,0.7398148148148147
TCR7,0.7456140350877192
A6,0.7879464285714285
T1,0.9705882352941176
FLT3DY,0.7939814814814815
A23,0.8561728395061728
TCR2-T,0.842948717948718
R24,0.9158249158249158
868Z11,0.8055555555555557
TCR-1E6,0.8966666666666666
APN-TCR,0.734347442680776
EWW-TCR,0.6965761511216056
A11Va,0.8071895424836603
TCR-F5,0.8841095997958743
TCR-3598-2,0.8358191287878788
MBP-TCR,0.8935897435897435
B3K508,0.6814814814814815
