,0
a3a,0.8724053724053724
TIL1383I,0.7657142857142857
TCR81-14,0.7578754578754578
18A2,0.8099647266313933
NYE-S1,0.747053872053872
TCR6,0.7629222629222631
TCR7,0.7414965986394558
A6,0.802836052836053
T1,0.6060606060606061
FLT3DY,0.6817391304347827
A23,0.7350427350427351
TCR2-T,0.7441269841269841
R24,0.796969696969697
868Z11,0.7986111111111112
TCR-1E6,0.7458193979933111
APN-TCR,0.7703349282296651
EWW-TCR,0.7127104377104377
A11Va,0.8603832065370526
TCR-F5,0.9167615330406028
TCR-3598-2,0.844927099044746
MBP-TCR,0.8839886039886039
B3K508,0.7308641975308641
