,0
a3a,0.8711843711843712
TIL1383I,0.7542857142857143
TCR81-14,0.7252747252747253
18A2,0.8408289241622575
NYE-S1,0.720959595959596
TCR6,0.7385022385022384
TCR7,0.792063492063492
A6,0.835858585858586
T1,0.6060606060606061
FLT3DY,0.743768115942029
A23,0.7658119658119658
TCR2-T,0.7473015873015872
R24,0.7636363636363637
868Z11,0.8402777777777778
TCR-1E6,0.6618357487922705
APN-TCR,0.7657097288676237
EWW-TCR,0.7154040404040405
A11Va,0.8175542406311637
TCR-F5,0.9066514880468368
TCR-3598-2,0.8623026646556058
MBP-TCR,0.8478632478632478
B3K508,0.8037037037037038
