,0
a3a,0.868986568986569
TIL1383I,0.7752380952380952
TCR81-14,0.7410256410256411
18A2,0.8293650793650794
NYE-S1,0.7613636363636364
TCR6,0.7448107448107448
TCR7,0.7709750566893424
A6,0.8249805749805751
T1,0.6363636363636364
FLT3DY,0.707536231884058
A23,0.7521367521367521
TCR2-T,0.7590476190476191
R24,0.7818181818181819
868Z11,0.8263888888888888
TCR-1E6,0.7432181345224823
APN-TCR,0.7846889952153111
EWW-TCR,0.7475589225589226
A11Va,0.8510848126232741
TCR-F5,0.9234292838944
TCR-3598-2,0.851744595274007
MBP-TCR,0.8822792022792022
B3K508,0.7555555555555555
