,0
a3a,0.9675925925925926
TIL1383I,0.71005291005291
TCR81-14,0.7038690476190478
18A2,0.8435185185185184
NYE-S1,0.7548076923076924
TCR6,0.7777777777777777
TCR7,0.8181818181818182
A6,0.7393939393939393
T1,0.7619047619047619
FLT3DY,0.6345029239766081
A23,0.9841269841269842
TCR2-T,0.7675925925925927
R24,0.8958333333333334
868Z11,0.6365914786967418
TCR-1E6,0.26759259259259255
APN-TCR,0.7585937500000001
EWW-TCR,0.9375
A11Va,0.7639730639730639
TCR-F5,0.8919753086419752
TCR-3598-2,0.8641152263374486
MBP-TCR,0.9762626262626263
B3K508,0.8796296296296298
