,0
a3a,0.8963369963369964
TIL1383I,0.791111111111111
TCR81-14,0.7368131868131869
18A2,0.8267195767195767
NYE-S1,0.7527356902356903
TCR6,0.7564102564102565
TCR7,0.7721088435374149
A6,0.858003108003108
T1,0.6287878787878788
FLT3DY,0.7620289855072464
A23,0.7709401709401709
TCR2-T,0.7634920634920634
R24,0.7777777777777778
868Z11,0.8194444444444444
TCR-1E6,0.7584541062801934
APN-TCR,0.8006379585326954
EWW-TCR,0.8085016835016834
A11Va,0.8660185967878276
TCR-F5,0.9191467447281401
TCR-3598-2,0.850316742081448
MBP-TCR,0.8805698005698006
B3K508,0.7703703703703703
