,0
a3a,0.801763668430335
TIL1383I,0.6549999999999999
TCR81-14,0.7279040404040403
18A2,0.8133333333333334
NYE-S1,0.803485576923077
TCR6,0.8179824561403509
TCR7,0.7772038567493113
A6,0.7611865258924082
T1,0.971326164874552
FLT3DY,0.9035493827160493
A23,0.8919540229885058
TCR2-T,0.7863247863247863
R24,0.8244949494949495
868Z11,0.8282312925170068
TCR-1E6,0.6689655172413792
APN-TCR,0.7919230769230768
EWW-TCR,0.8625000000000002
A11Va,0.8357820630547903
TCR-F5,0.8918156662409534
TCR-3598-2,0.8795940170940172
MBP-TCR,0.9178921568627452
B3K508,0.8308080808080809
