,0
a3a,0.9007326007326008
TIL1383I,0.7638095238095238
TCR81-14,0.7157509157509158
18A2,0.8059964726631392
NYE-S1,0.7556818181818183
TCR6,0.7619047619047619
TCR7,0.7446712018140591
A6,0.8510101010101011
T1,0.6363636363636364
FLT3DY,0.8066666666666666
A23,0.7615384615384615
TCR2-T,0.7698412698412698
R24,0.73989898989899
868Z11,0.7986111111111112
TCR-1E6,0.7439613526570047
APN-TCR,0.7636363636363637
EWW-TCR,0.7494107744107744
A11Va,0.8624964778810934
TCR-F5,0.9038054968287526
TCR-3598-2,0.8742986425339367
MBP-TCR,0.8735042735042735
B3K508,0.7666666666666666
