,0
a3a,0.897119341563786
TIL1383I,0.7923076923076923
TCR81-14,0.7878787878787877
18A2,0.8131944444444444
NYE-S1,0.8761574074074074
TCR6,0.8032407407407408
TCR7,0.7300194931773879
A6,0.7963789682539684
T1,0.9901960784313726
FLT3DY,0.9004629629629629
A23,0.8839506172839506
TCR2-T,0.8525641025641025
R24,0.9393939393939394
868Z11,0.798611111111111
TCR-1E6,0.8488888888888889
APN-TCR,0.7612433862433862
EWW-TCR,0.6985438803620622
A11Va,0.8316993464052288
TCR-F5,0.8820094604408331
TCR-3598-2,0.8472616792929294
MBP-TCR,0.9166666666666666
B3K508,0.7555555555555555
