,0
a3a,0.9490740740740741
TIL1383I,0.6296296296296297
TCR81-14,0.7366071428571428
18A2,0.850925925925926
NYE-S1,0.7569444444444445
TCR6,0.8171296296296298
TCR7,0.7981601731601731
A6,0.6363636363636364
T1,0.7619047619047619
FLT3DY,0.7894736842105262
A23,0.9761904761904763
TCR2-T,0.7527777777777778
R24,0.9097222222222222
868Z11,0.7243107769423559
TCR-1E6,0.5731481481481482
APN-TCR,0.8018229166666667
EWW-TCR,0.9208333333333334
A11Va,0.7646464646464647
TCR-F5,0.886307519640853
TCR-3598-2,0.8569958847736624
MBP-TCR,0.972979797979798
B3K508,0.8333333333333334
