,0
a3a,0.8711843711843712
TIL1383I,0.7644444444444445
TCR81-14,0.7690476190476191
18A2,0.8344356261022928
NYE-S1,0.7704124579124579
TCR6,0.6467236467236468
TCR7,0.7265306122448979
A6,0.81993006993007
T1,0.6262626262626262
FLT3DY,0.6078260869565217
A23,0.7371794871794871
TCR2-T,0.7473015873015872
R24,0.7863636363636365
868Z11,0.7916666666666666
TCR-1E6,0.7421033073206987
APN-TCR,0.7998405103668261
EWW-TCR,0.732912457912458
A11Va,0.8261482107635953
TCR-F5,0.9152165663793571
TCR-3598-2,0.8562895927601811
MBP-TCR,0.8666666666666667
B3K508,0.7345679012345679
