,0
a3a,0.7643467643467643
TIL1383I,0.6707070707070707
TCR81-14,0.7851430976430976
18A2,0.8070175438596491
NYE-S1,0.7388888888888889
TCR6,0.7990265906932574
TCR7,0.7312925170068026
A6,0.6911764705882352
T1,0.9741379310344828
FLT3DY,0.8412878787878787
A23,0.7896825396825397
TCR2-T,0.720108695652174
R24,0.8059670781893004
868Z11,0.7212301587301587
TCR-1E6,0.7421124828532236
APN-TCR,0.6793560606060606
EWW-TCR,0.6680776014109348
A11Va,0.7795138888888888
TCR-F5,0.8859011627906975
TCR-3598-2,0.8461222091656874
MBP-TCR,0.9217460317460318
B3K508,0.7601410934744268
