,0
a3a,0.8912037037037037
TIL1383I,0.6634920634920635
TCR81-14,0.6904761904761904
18A2,0.7824074074074074
NYE-S1,0.62767094017094
TCR6,0.7106481481481483
TCR7,0.7867965367965368
A6,0.7548209366391184
T1,0.798941798941799
FLT3DY,0.5116959064327485
A23,0.9484126984126985
TCR2-T,0.5351851851851852
R24,0.9444444444444445
868Z11,0.5012531328320802
TCR-1E6,0.512037037037037
APN-TCR,0.7377604166666667
EWW-TCR,0.8319444444444445
A11Va,0.6484848484848484
TCR-F5,0.8710998877665544
TCR-3598-2,0.8244444444444445
MBP-TCR,0.9487373737373738
B3K508,0.7962962962962964
