,0
a3a,0.7481684981684982
TIL1383I,0.695959595959596
TCR81-14,0.744107744107744
18A2,0.8194736842105264
NYE-S1,0.8027777777777777
TCR6,0.7971272554605888
TCR7,0.7908163265306123
A6,0.7234848484848485
T1,0.9741379310344828
FLT3DY,0.6859848484848485
A23,0.7916666666666666
TCR2-T,0.8016304347826088
R24,0.808641975308642
868Z11,0.7298280423280423
TCR-1E6,0.5390946502057613
APN-TCR,0.7581439393939394
EWW-TCR,0.7319223985890654
A11Va,0.7980324074074074
TCR-F5,0.8766957364341086
TCR-3598-2,0.8895515080297689
MBP-TCR,0.9271957671957672
B3K508,0.6313932980599647
