,0
a3a,0.7524420024420024
TIL1383I,0.6121212121212122
TCR81-14,0.7527356902356902
18A2,0.7881578947368421
NYE-S1,0.7925925925925926
TCR6,0.8030626780626782
TCR7,0.7993197278911565
A6,0.7159090909090908
T1,0.9655172413793103
FLT3DY,0.6431818181818182
A23,0.8373015873015873
TCR2-T,0.7621376811594204
R24,0.7851851851851851
868Z11,0.6980820105820106
TCR-1E6,0.6460905349794238
APN-TCR,0.7104166666666667
EWW-TCR,0.6777777777777777
A11Va,0.8460648148148149
TCR-F5,0.8771533161068045
TCR-3598-2,0.8811985898942419
MBP-TCR,0.9428571428571427
B3K508,0.5925925925925926
