,0
a3a,0.9467592592592592
TIL1383I,0.7333333333333334
TCR81-14,0.8363095238095237
18A2,0.8759259259259259
NYE-S1,0.8221153846153846
TCR6,0.7986111111111112
TCR7,0.837121212121212
A6,0.7933884297520661
T1,0.7380952380952381
FLT3DY,0.8596491228070176
A23,0.9722222222222222
TCR2-T,0.8675925925925926
R24,0.888888888888889
868Z11,0.7694235588972432
TCR-1E6,0.7546296296296297
APN-TCR,0.7861979166666666
EWW-TCR,0.9347222222222222
A11Va,0.7888888888888889
TCR-F5,0.9037037037037038
TCR-3598-2,0.8633744855967079
MBP-TCR,0.9820707070707071
B3K508,0.7870370370370371
