,0
a3a,0.817989417989418
TIL1383I,0.6655555555555556
TCR81-14,0.7321127946127947
18A2,0.8157142857142857
NYE-S1,0.8247195512820512
TCR6,0.8291910331384016
TCR7,0.7768595041322314
A6,0.7777777777777778
T1,0.978494623655914
FLT3DY,0.9112654320987654
A23,0.9045977011494252
TCR2-T,0.8119658119658121
R24,0.811868686868687
868Z11,0.7959183673469389
TCR-1E6,0.6425287356321839
APN-TCR,0.8367948717948718
EWW-TCR,0.875
A11Va,0.832415059687787
TCR-F5,0.8941925642117213
TCR-3598-2,0.8877849002849003
MBP-TCR,0.9195261437908497
B3K508,0.8232323232323232
