,0
a3a,0.85995115995116
TIL1383I,0.8317460317460318
TCR81-14,0.7639194139194139
18A2,0.8150352733686067
NYE-S1,0.7582070707070706
TCR6,0.7641432641432643
TCR7,0.7684807256235828
A6,0.8424630924630926
T1,0.6313131313131314
FLT3DY,0.7356521739130434
A23,0.7658119658119658
TCR2-T,0.7800000000000001
R24,0.7944444444444444
868Z11,0.8055555555555555
TCR-1E6,0.7290969899665551
APN-TCR,0.7921850079744818
EWW-TCR,0.7615319865319866
A11Va,0.8417864187094958
TCR-F5,0.9194720008673496
TCR-3598-2,0.8645449974861741
MBP-TCR,0.8803418803418803
B3K508,0.7469135802469135
