,0
a3a,0.9305555555555555
TIL1383I,0.7576719576719576
TCR81-14,0.7876984126984127
18A2,0.8055555555555555
NYE-S1,0.7003205128205128
TCR6,0.7349537037037037
TCR7,0.8046536796536796
A6,0.8148760330578512
T1,0.7222222222222222
FLT3DY,0.7149122807017544
A23,0.9404761904761904
TCR2-T,0.7231481481481481
R24,0.9236111111111112
868Z11,0.7719298245614036
TCR-1E6,0.7898148148148149
APN-TCR,0.7856770833333333
EWW-TCR,0.8342592592592593
A11Va,0.7737373737373737
TCR-F5,0.8818742985409651
TCR-3598-2,0.8461316872427984
MBP-TCR,0.9608585858585857
B3K508,0.8333333333333334
