,0
a3a,0.9049382716049382
TIL1383I,0.7829059829059829
TCR81-14,0.7713675213675213
18A2,0.7969907407407408
NYE-S1,0.8173611111111111
TCR6,0.764814814814815
TCR7,0.7987329434697855
A6,0.7914186507936508
T1,0.9803921568627451
FLT3DY,0.875
A23,0.8925925925925927
TCR2-T,0.8685897435897436
R24,0.8350168350168351
868Z11,0.8038194444444443
TCR-1E6,0.87
APN-TCR,0.7178130511463845
EWW-TCR,0.6837859110586383
A11Va,0.8312537136066548
TCR-F5,0.8892912520363501
TCR-3598-2,0.8596117424242425
MBP-TCR,0.92008547008547
B3K508,0.6444444444444444
