,0
a3a,0.8968253968253969
TIL1383I,0.7707936507936507
TCR81-14,0.7181318681318681
18A2,0.8220899470899471
NYE-S1,0.7643097643097643
TCR6,0.7647537647537647
TCR7,0.7913832199546484
A6,0.8714063714063714
T1,0.6085858585858586
FLT3DY,0.7782608695652175
A23,0.8111111111111112
TCR2-T,0.7863492063492065
R24,0.7722222222222223
868Z11,0.7708333333333333
TCR-1E6,0.755109624674842
APN-TCR,0.7810207336523126
EWW-TCR,0.7763468013468012
A11Va,0.8581290504367427
TCR-F5,0.9050523120290562
TCR-3598-2,0.8679537456008045
MBP-TCR,0.8717948717948718
B3K508,0.7999999999999999
