,0
a3a,0.8846153846153847
TIL1383I,0.7466666666666666
TCR81-14,0.7542124542124542
18A2,0.8099647266313933
NYE-S1,0.7533670033670034
TCR6,0.6819291819291818
TCR7,0.7555555555555555
A6,0.849067599067599
T1,0.6035353535353535
FLT3DY,0.45768115942028986
A23,0.7371794871794872
TCR2-T,0.7146031746031746
R24,0.7737373737373737
868Z11,0.7916666666666666
TCR-1E6,0.7369007803790413
APN-TCR,0.7655502392344498
EWW-TCR,0.8196127946127945
A11Va,0.8444632290786137
TCR-F5,0.9031007751937984
TCR-3598-2,0.7856812468577173
MBP-TCR,0.854928774928775
B3K508,0.7617283950617284
