,0
a3a,0.8934156378600823
TIL1383I,0.7816239316239316
TCR81-14,0.7948717948717947
18A2,0.8004629629629628
NYE-S1,0.8513888888888889
TCR6,0.7407407407407408
TCR7,0.7227095516569201
A6,0.7824900793650794
T1,0.9607843137254901
FLT3DY,0.861111111111111
A23,0.8709876543209877
TCR2-T,0.842948717948718
R24,0.8297792742237187
868Z11,0.8298611111111112
TCR-1E6,0.9144444444444444
APN-TCR,0.7625661375661377
EWW-TCR,0.7739079102715465
A11Va,0.8263517528223411
TCR-F5,0.8850517183850517
TCR-3598-2,0.8510101010101011
MBP-TCR,0.9135683760683762
B3K508,0.7518518518518519
