,0
a3a,0.9305555555555555
TIL1383I,0.7756613756613757
TCR81-14,0.8253968253968255
18A2,0.8842592592592594
NYE-S1,0.8018162393162394
TCR6,0.8217592592592592
TCR7,0.8279220779220778
A6,0.8754820936639117
T1,0.7222222222222222
FLT3DY,0.8538011695906432
A23,0.9880952380952381
TCR2-T,0.8509259259259259
R24,0.8958333333333334
868Z11,0.7243107769423559
TCR-1E6,0.8527777777777779
APN-TCR,0.8846354166666667
EWW-TCR,0.9087962962962962
A11Va,0.8316498316498316
TCR-F5,0.8882154882154882
TCR-3598-2,0.8622633744855968
MBP-TCR,0.9760101010101011
B3K508,0.8148148148148149
