,0
a3a,0.7998236331569665
TIL1383I,0.6372222222222222
TCR81-14,0.6546717171717171
18A2,0.7444047619047618
NYE-S1,0.8197115384615384
TCR6,0.8153021442495128
TCR7,0.8102617079889808
A6,0.7405731523378583
T1,0.9414575866188769
FLT3DY,0.7962962962962963
A23,0.8385057471264368
TCR2-T,0.7895299145299147
R24,0.8152356902356903
868Z11,0.8112244897959183
TCR-1E6,0.5505747126436781
APN-TCR,0.7455128205128205
EWW-TCR,0.775
A11Va,0.8172635445362718
TCR-F5,0.8796473676741877
TCR-3598-2,0.8796296296296297
MBP-TCR,0.9068627450980392
B3K508,0.8409090909090908
