,0
a3a,0.806878306878307
TIL1383I,0.6627777777777778
TCR81-14,0.73253367003367
18A2,0.8157142857142857
NYE-S1,0.8231169871794872
TCR6,0.827485380116959
TCR7,0.7661845730027549
A6,0.7853192559074912
T1,0.974910394265233
FLT3DY,0.9266975308641975
A23,0.8948275862068966
TCR2-T,0.8183760683760685
R24,0.8295454545454546
868Z11,0.75
TCR-1E6,0.6224137931034482
APN-TCR,0.8275641025641026
EWW-TCR,0.8777777777777778
A11Va,0.8584328129782675
TCR-F5,0.9031148006243792
TCR-3598-2,0.8873219373219373
MBP-TCR,0.9211601307189543
B3K508,0.8308080808080809
