,0
a3a,0.9444444444444443
TIL1383I,0.6772486772486772
TCR81-14,0.7703373015873015
18A2,0.8074074074074075
NYE-S1,0.8311965811965812
TCR6,0.7743055555555557
TCR7,0.7007575757575757
A6,0.7619834710743802
T1,0.8042328042328042
FLT3DY,0.6944444444444443
A23,0.9642857142857143
TCR2-T,0.8361111111111112
R24,0.8963293650793651
868Z11,0.7343358395989976
TCR-1E6,0.7287037037037037
APN-TCR,0.6940104166666666
EWW-TCR,0.9444444444444445
A11Va,0.6895622895622896
TCR-F5,0.8691358024691357
TCR-3598-2,0.8386419753086419
MBP-TCR,0.9787878787878789
B3K508,0.7685185185185186
