,0
a3a,0.8887667887667888
TIL1383I,0.7644444444444445
TCR81-14,0.7014652014652015
18A2,0.8322310405643739
NYE-S1,0.7655723905723906
TCR6,0.611925111925112
TCR7,0.7800453514739228
A6,0.8702408702408703
T1,0.6262626262626263
FLT3DY,0.7107246376811595
A23,0.7803418803418802
TCR2-T,0.7647619047619049
R24,0.7282828282828282
868Z11,0.7777777777777778
TCR-1E6,0.7324414715719064
APN-TCR,0.7181818181818183
EWW-TCR,0.7377946127946128
A11Va,0.7875457875457875
TCR-F5,0.9017997506369598
TCR-3598-2,0.8111814982403217
MBP-TCR,0.8617663817663818
B3K508,0.6604938271604939
