,WS,NS,NW,aa_matrix,tcr
0,0.5594696969696971,0.8912179268100321,0.8420476228206493,hamming,APN-TCR
1,0.6513239538239539,0.9199011076642656,0.837910251298409,blosum62,APN-TCR
2,0.6770295815295816,0.8759373740294795,0.7884430463542305,blosum30,APN-TCR
3,0.5807835497835497,0.8848454177401546,0.8260520117674723,blosum35,APN-TCR
4,0.6146421356421357,0.9001076993182255,0.8361984938794149,blosum40,APN-TCR
5,0.632748556998557,0.8995509753404489,0.8338179513590698,blosum45,APN-TCR
6,0.6165429292929294,0.9135238883923094,0.8352066762428605,blosum50,APN-TCR
7,0.6282929292929293,0.9186665308375834,0.847614516027345,blosum55,APN-TCR
8,0.6713239538239538,0.9236616891880048,0.8334923671601302,blosum60,APN-TCR
9,0.6472103174603174,0.9166999666999667,0.8384556023289577,blosum65,APN-TCR
10,0.6275357142857143,0.9109860096044307,0.8508183449713055,blosum70,APN-TCR
11,0.631172077922078,0.9138796510507037,0.8442956236624,blosum75,APN-TCR
12,0.6366338383838384,0.9143615156773052,0.8361833074333074,blosum80,APN-TCR
13,0.641179292929293,0.9116470152654363,0.8373537159721371,blosum85,APN-TCR
14,0.634520202020202,0.9155664291848502,0.8376018343863739,blosum90,APN-TCR
15,0.6331111111111112,0.9194583048530417,0.8448967598556415,blosum100,APN-TCR
16,0.6222893217893217,0.8945997861787335,0.8573386445425919,pam10,APN-TCR
17,0.6337821067821067,0.8904846688399319,0.8576039153341786,pam20,APN-TCR
18,0.6097020202020202,0.8885785267364215,0.8551537750139724,pam30,APN-TCR
19,0.6142474747474748,0.8802213137739454,0.8500441067217384,pam40,APN-TCR
20,0.6212929292929292,0.8883723294249609,0.8448425849248217,pam50,APN-TCR
21,0.6065165945165945,0.877329052526421,0.8375482068491937,pam60,APN-TCR
22,0.6097294372294372,0.884534084336716,0.8310050445412287,pam70,APN-TCR
23,0.606062049062049,0.8786829617750671,0.8407316629520576,pam80,APN-TCR
24,0.6052485569985571,0.8767342306815991,0.8287606688511293,pam90,APN-TCR
25,0.5888921356421356,0.869669628616997,0.826644954095612,pam100,APN-TCR
26,0.6102676767676768,0.8651505731110994,0.8264517688695321,pam110,APN-TCR
27,0.6050930735930736,0.8619707704576125,0.8158698574816995,pam120,APN-TCR
28,0.5911075036075036,0.8637206872075295,0.8188417299683748,pam130,APN-TCR
29,0.593005772005772,0.8650231347599769,0.8068269997546313,pam140,APN-TCR
30,0.5994985569985569,0.8579482359745517,0.8056293322905164,pam150,APN-TCR
31,0.608567821067821,0.8424781358991884,0.8025257125915021,pam160,APN-TCR
32,0.6151551226551226,0.8669623140017878,0.8092657427854796,pam170,APN-TCR
33,0.5990367965367965,0.8653118811013549,0.7973905553510817,pam180,APN-TCR
34,0.6021194083694084,0.8562118583171217,0.8123895755803652,pam190,APN-TCR
35,0.5971194083694085,0.8577753386963913,0.8129284878133562,pam200,APN-TCR
36,0.6034613997113997,0.8381455824876877,0.7933455399985004,pam210,APN-TCR
37,0.6075487012987013,0.8497938245964562,0.7876137471203261,pam220,APN-TCR
38,0.6247305194805195,0.8410048942285784,0.7837482577120735,pam230,APN-TCR
39,0.618825036075036,0.841810470231523,0.7824823428277375,pam240,APN-TCR
40,0.6043632756132756,0.834689301926144,0.7783612844879293,pam250,APN-TCR
41,0.6130916305916306,0.8381824754193176,0.7701247269421612,pam260,APN-TCR
42,0.6259541847041847,0.8376484480431848,0.7629665795948691,pam270,APN-TCR
43,0.6043106060606059,0.828573005941427,0.7545900532824875,pam280,APN-TCR
44,0.6024924242424242,0.8238766496661235,0.7522860841035183,pam290,APN-TCR
45,0.6174408369408371,0.8215713234134286,0.7490113921775106,pam300,APN-TCR
46,0.622440836940837,0.8249721331300279,0.7556354771568587,pam310,APN-TCR
47,0.6199408369408369,0.806234949261265,0.7369488086840061,pam320,APN-TCR
48,0.6147590187590188,0.8017128485549538,0.7422742160982292,pam330,APN-TCR
49,0.6222554112554113,0.7886927984296405,0.7216607923022398,pam340,APN-TCR
50,0.6265699855699857,0.8113895753369438,0.7205678495481127,pam350,APN-TCR
51,0.6280891053391053,0.7923285924601714,0.7097661713286713,pam360,APN-TCR
52,0.6233726551226552,0.7946673940094994,0.7205468952343952,pam370,APN-TCR
53,0.6198546176046176,0.7753802118933698,0.6857030344777055,pam380,APN-TCR
54,0.6307409812409812,0.7617353918011813,0.6794661037670906,pam390,APN-TCR
55,0.6413737373737374,0.7560438903202061,0.6887728201379517,pam400,APN-TCR
56,0.6336381673881674,0.773726930963773,0.6792956769108085,pam410,APN-TCR
57,0.6283654401154402,0.7685654477101845,0.6752884721881433,pam420,APN-TCR
58,0.6295018037518038,0.7701848809085651,0.6780651147098515,pam430,APN-TCR
59,0.6324455266955267,0.7711429141034404,0.6772155001431317,pam440,APN-TCR
60,0.6355927128427128,0.764339629668577,0.6777844146594145,pam450,APN-TCR
61,0.6303726551226551,0.7642496319470004,0.6723607213327608,pam460,APN-TCR
62,0.6564455266955267,0.7724307928913191,0.6718447123052387,pam470,APN-TCR
63,0.6581836219336219,0.7727771132376395,0.6710669021524285,pam480,APN-TCR
64,0.6341154401154402,0.7682810172283856,0.665861339866274,pam490,APN-TCR
65,0.6235544733044733,0.7692216774453617,0.6725102173046251,pam500,APN-TCR
66,0.6149758297258298,0.842296300191037,0.7808494803807304,dayhoff,APN-TCR
67,0.6197784992784994,0.9023990921359342,0.7966704238743713,gonnet,APN-TCR
