,WS,NS,NW,aa_matrix,tcr
0,0.7727711953973943,0.9609874918624918,0.8628408775162825,hamming,TCR-3598-2
1,0.726650119502741,0.9625715890715891,0.891730569405335,blosum62,TCR-3598-2
2,0.6955020277692113,0.9457678421428423,0.8680912650230639,blosum30,TCR-3598-2
3,0.6949961531685876,0.9592109583359584,0.8813335945416082,blosum35,TCR-3598-2
4,0.7220626273436774,0.9613954487704488,0.8871253297395668,blosum40,TCR-3598-2
5,0.7192400954589253,0.9646163978663977,0.8981390955591723,blosum45,TCR-3598-2
6,0.7099801028527051,0.9624277468027469,0.8959388349249815,blosum50,TCR-3598-2
7,0.7210694977081646,0.9646638684138684,0.8896449792038027,blosum55,TCR-3598-2
8,0.7286245191495351,0.9592010673260674,0.8856472095206109,blosum60,TCR-3598-2
9,0.7358643858052425,0.9621833170583172,0.8891501172566816,blosum65,TCR-3598-2
10,0.7288058218095381,0.9588956456456457,0.8855649884752612,blosum70,TCR-3598-2
11,0.730958611550883,0.9589787269787271,0.8888966124731257,blosum75,TCR-3598-2
12,0.7340002799068497,0.9672318218568219,0.89540975397625,blosum80,TCR-3598-2
13,0.7366576848433866,0.9659798741048741,0.9033884899004251,blosum85,TCR-3598-2
14,0.7427456186113075,0.9667450256200256,0.8985961490437194,blosum90,TCR-3598-2
15,0.744445243049463,0.9706294467544467,0.9005383344671495,blosum100,TCR-3598-2
16,0.7686906602371357,0.9779976637476638,0.9034521328660288,pam10,TCR-3598-2
17,0.7661987814959362,0.9714051507801509,0.8999416658773012,pam20,TCR-3598-2
18,0.7620570331299232,0.9696507801507803,0.900203400156725,pam30,TCR-3598-2
19,0.7599691198459182,0.9711925544425546,0.9027458888400917,pam40,TCR-3598-2
20,0.7609928691140728,0.9692042199542199,0.8991004575450441,pam50,TCR-3598-2
21,0.7555612733743728,0.9655419422919422,0.9009974855115521,pam60,TCR-3598-2
22,0.7546895901717673,0.9613542966042965,0.8996816337572945,pam70,TCR-3598-2
23,0.7531466461081632,0.9630092216342216,0.8910472198541253,pam80,TCR-3598-2
24,0.748361022021308,0.9614704870954871,0.8931558645563336,pam90,TCR-3598-2
25,0.7510339654712257,0.960040446040446,0.8943598459732305,pam100,TCR-3598-2
26,0.7439501953753872,0.9599141650391652,0.8928555180965667,pam110,TCR-3598-2
27,0.7330466445074821,0.9548104144354145,0.8889592522267289,pam120,TCR-3598-2
28,0.7357936074323143,0.9539948261198262,0.8870625055614398,pam130,TCR-3598-2
29,0.730759139380503,0.9547299082299082,0.889203843636708,pam140,TCR-3598-2
30,0.7392989742736785,0.9480326366576367,0.8812946730734454,pam150,TCR-3598-2
31,0.7383004087847438,0.9493563782313783,0.8826838152769525,pam160,TCR-3598-2
32,0.7260157241517535,0.9464073951573951,0.8812056232974819,pam170,TCR-3598-2
33,0.718519589159295,0.9454843182343182,0.884612033951335,pam180,TCR-3598-2
34,0.7173324945728239,0.9405141540141541,0.8795191335061328,pam190,TCR-3598-2
35,0.7136927416300818,0.9346337806337808,0.8785824104931095,pam200,TCR-3598-2
36,0.7152059140342388,0.9369576455826456,0.8713240181008723,pam210,TCR-3598-2
37,0.7112089242375368,0.9358305193305194,0.8674628833087912,pam220,TCR-3598-2
38,0.7097508485270634,0.942848035973036,0.8718042423381298,pam230,TCR-3598-2
39,0.7158196015216476,0.9394707390957391,0.8661276669795426,pam240,TCR-3598-2
40,0.7225005989814575,0.937686341061341,0.8672625695718192,pam250,TCR-3598-2
41,0.7063837783134058,0.9244135822885822,0.8596628389607929,pam260,TCR-3598-2
42,0.6906905153081224,0.9368829905079906,0.8741792025110439,pam270,TCR-3598-2
43,0.6925413149599531,0.9359054369054369,0.8768088816554289,pam280,TCR-3598-2
44,0.6951582392937892,0.9349223366723367,0.8770090676586839,pam290,TCR-3598-2
45,0.6958998133517396,0.9195169522669524,0.8638302383023184,pam300,TCR-3598-2
46,0.686870789673699,0.9172267621642621,0.8579290769301426,pam310,TCR-3598-2
47,0.6932664672868077,0.917013086950587,0.8532191142743146,pam320,TCR-3598-2
48,0.6844800230494364,0.9148637282387282,0.8553423385603693,pam330,TCR-3598-2
49,0.6629665769417608,0.913376932001932,0.8506967249936134,pam340,TCR-3598-2
50,0.6701184014651086,0.8992149903399904,0.8447016233663719,pam350,TCR-3598-2
51,0.6684046946809096,0.8890472841722842,0.8398222075830771,pam360,TCR-3598-2
52,0.6735367521884466,0.8843180636930636,0.8355717913720897,pam370,TCR-3598-2
53,0.662076872822557,0.8858704246204245,0.83458691346543,pam380,TCR-3598-2
54,0.6499394086043303,0.8802941761691763,0.8229787431002263,pam390,TCR-3598-2
55,0.6481150292346743,0.8797851671601672,0.8244133800350765,pam400,TCR-3598-2
56,0.6405971575764975,0.8799293664293664,0.8337787709433064,pam410,TCR-3598-2
57,0.6436180647682406,0.8730039781914781,0.8181733791452462,pam420,TCR-3598-2
58,0.6392620658849879,0.8716260644385645,0.8165323926965019,pam430,TCR-3598-2
59,0.6364417838893143,0.8712342512967514,0.8165971113522265,pam440,TCR-3598-2
60,0.6362795655371583,0.865548954986455,0.81685546284097,pam450,TCR-3598-2
61,0.6309579325076847,0.8638121062496061,0.8153012714528061,pam460,TCR-3598-2
62,0.6395287653536135,0.8720079301329301,0.8179741669321807,pam470,TCR-3598-2
63,0.6356614563855614,0.8656269372519372,0.812608400716457,pam480,TCR-3598-2
64,0.6303628847745296,0.8646003157878159,0.8119993469793128,pam490,TCR-3598-2
65,0.6298492662105594,0.861383795071295,0.8106566948254927,pam500,TCR-3598-2
