"","tcr","AUC"
"1","a3a",0.920863858363858
"2","TIL1383I",0.751515151515151
"3","TCR81-14",0.722748316498317
"4","18A2",0.623991228070175
"5","NYE-S1",0.715277777777778
"6","TCR6",0.807098765432099
"7","TCR7",0.690901360544218
"8","A6",0.548963903743315
"9","T1",0.84051724137931
"10","FLT3DY",0.780113636363636
"11","A23",0.585813492063492
"12","TCR2-T",0.566576086956522
"13","R24",0.793004115226337
"14","868Z11",0.715195105820106
"15","TCR-1E6",0.626543209876543
"16","APN-TCR",0.688352272727273
"17","EWW-TCR",0.729850088183421
"18","A11Va",0.737847222222222
"19","TCR-F5",0.811456987510767
"20","TCR-3598-2",0.75557187622405
"21","MBP-TCR",0.864365079365079
"22","B3K508",0.695767195767196
