"","tcr","AUC"
"1","a3a",0.842551892551893
"2","TIL1383I",0.871587301587302
"3","TCR81-14",0.732234432234432
"4","18A2",0.765597442680776
"5","NYE-S1",0.790298821548822
"6","TCR6",0.687830687830688
"7","TCR7",0.677040816326531
"8","A6",0.797397047397047
"9","T1",0.736742424242424
"10","FLT3DY",0.796376811594203
"11","A23",0.70042735042735
"12","TCR2-T",0.727301587301587
"13","R24",0.878535353535354
"14","868Z11",0.710069444444444
"15","TCR-1E6",0.753994797473058
"16","APN-TCR",0.73433014354067
"17","EWW-TCR",0.798358585858586
"18","A11Va",0.843653141730065
"19","TCR-F5",0.899380658101588
"20","TCR-3598-2",0.91166918049271
"21","MBP-TCR",0.877777777777778
"22","B3K508",0.755246913580247
