"","tcr","AUC"
"1","a3a",0.843621399176955
"2","TIL1383I",0.628525641025641
"3","TCR81-14",0.681138306138306
"4","18A2",0.788773148148148
"5","NYE-S1",0.761689814814815
"6","TCR6",0.726157407407407
"7","TCR7",0.668494152046784
"8","A6",0.691592261904762
"9","T1",0.990196078431373
"10","FLT3DY",0.751736111111111
"11","A23",0.724382716049383
"12","TCR2-T",0.830395299145299
"13","R24",0.745510662177329
"14","868Z11",0.692708333333333
"15","TCR-1E6",0.833333333333333
"16","APN-TCR",0.719246031746032
"17","EWW-TCR",0.776318378591106
"18","A11Va",0.736593879976233
"19","TCR-F5",0.821973934719033
"20","TCR-3598-2",0.766128077651515
"21","MBP-TCR",0.844497863247863
"22","B3K508",0.492592592592593
