"","tcr","AUC"
"1","a3a",0.92948717948718
"2","TIL1383I",0.841919191919192
"3","TCR81-14",0.787037037037037
"4","18A2",0.829473684210526
"5","NYE-S1",0.728240740740741
"6","TCR6",0.810541310541311
"7","TCR7",0.695578231292517
"8","A6",0.607676024955437
"9","T1",0.978448275862069
"10","FLT3DY",0.848674242424242
"11","A23",0.637896825396825
"12","TCR2-T",0.741123188405797
"13","R24",0.836831275720165
"14","868Z11",0.677744708994709
"15","TCR-1E6",0.713648834019204
"16","APN-TCR",0.664204545454545
"17","EWW-TCR",0.785934744268078
"18","A11Va",0.813946759259259
"19","TCR-F5",0.857410099052541
"20","TCR-3598-2",0.818953192322758
"21","MBP-TCR",0.889523809523809
"22","B3K508",0.679012345679012
